id,name,birth_year,death_year,id,name,birth_year,death_year
fk__p_47586,"Weber, Carl Maria von",1786,1826,person__4182,"Weber, Carl Maria von",1786,1826
fk__p_40776,"Beneš, Edvard",1884,1948,person__4186,"Beneš, Edvard",1884,1948
fk__p_42223,"Hoffmann, Ernst Theodor Amadeus",1776,1822,person__4194,"Hoffmann, Ernst Theodor Amadeus",1776,1822
fk__p_49270,"Halévy, Ludovic",1834,1908,person__4197,"Halévy, Ludovic",1834,1908
fk__p_52367,"Scheu, Robert",1873,1964,person__4209,"Scheu, Robert",1873,1964
fk__p_38056,"Dreyfus, Alfred",1859,1935,person__4216,"Dreyfus, Alfred",1859,1935
fk__p_49770,"Marriot, Emil",1855,1938,person__4223,"Marriot, Emil",1855,1938
fk__p_56234,"Hartmann, Ludwig",1836,1910,person__4242,"Hartmann, Ludwig",1836,1910
fk__p_56692,"Papier, Rosa",1858,1932,person__4249,"Papier, Rosa",1858,1932
fk__p_38207,"France, Anatole",1844,1924,person__4279,"France, Anatole",1844,1924
fk__p_45017,"Gregorig, Josef",1846,1909,person__4295,"Gregorig, Josef",1846,1909
fk__p_38308,"Kolb, Annette",1870,1967,person__4351,"Kolb, Annette",1870,1967
fk__p_40664,"Saenger, Samuel",1864,1944,person__4387,"Saenger, Samuel",1864,1944
fk__p_47519,"Forest, Karl",1874,1944,person__4431,"Forest, Karl",1874,1944
fk__p_59419,"Scheidemann, Philipp",1865,1939,person__4434,"Scheidemann, Philipp",1865,1939
fk__p_52007,"Rampolla del Tindaro, Mariano",1843,1913,person__4437,"Rampolla del Tindaro, Mariano",1843,1913
fk__p_58696,"Zsolnay, Paul von",1895,1961,person__4455,"Zsolnay, Paul von",1895,1961
fk__p_57261,"Strauß, Rudolf",1874,1943,person__4458,"Strauß, Rudolf",1874,1943
fk__p_56152,"Goldberger, Ludwig Max",1848,1913,person__4478,"Goldberger, Ludwig Max",1848,1913
fk__p_39641,"Busse, Carl",1872,1918,person__4494,"Busse, Carl",1872,1918
fk__p_40915,"Bienenfeld, Elsa",1877,1942,person__4547,"Bienenfeld, Elsa",1877,1942
fk__p_40463,"Dippel, Andreas",1866,1932,person__4551,"Dippel, Andreas",1866,1932
fk__p_45478,"Thoma, Hans",1839,1924,person__4557,"Thoma, Hans",1839,1924
fk__p_55643,"Wisinger-Florian, Olga",1844,1926,person__4569,"Wisinger-Florian, Olga",1844,1926
fk__p_39373,"Böcklin, Arnold",1827,1901,person__4579,"Böcklin, Arnold",1827,1901
fk__p_42965,"Blaas, Eugen von",1843,1931,person__4586,"Blaas, Eugen von",1843,1931
fk__p_48796,"Auspitz, Leopold",1838,1907,person__4599,"Auspitz, Leopold",1838,1907
fk__p_39552,"Cassirer, Paul",1871,1926,person__4617,"Cassirer, Paul",1871,1926
fk__p_49488,"Macaulay, Thomas Babington",1800,1859,person__4660,"Macaulay, Thomas Babington",1800,1859
fk__p_54564,"Hintze, Paul von",1864,1941,person__4669,"Hintze, Paul von",1864,1941
fk__p_40255,"Gürtler, Danny",1875,1917,person__4697,"Gürtler, Danny",1875,1917
fk__p_52244,"Rickelt, Gustav",1862,1946,person__4704,"Rickelt, Gustav",1862,1946
fk__p_51516,"Pittschau, Ernst",1859,1916,person__4712,"Pittschau, Ernst",1859,1916
fk__p_44326,"Clemenceau, Georges",1841,1929,person__4719,"Clemenceau, Georges",1841,1929
fk__p_41588,"Ofner, Julius",1845,1924,person__4748,"Ofner, Julius",1845,1924
fk__p_55817,"Zasche, Theodor",1862,1922,person__4785,"Zasche, Theodor",1862,1922
fk__p_50648,"Niedt, Ernst",1844,1902,person__4788,"Niedt, Ernst",1844,1902
fk__p_39507,"Brieux, Eugène",1858,1932,person__4791,"Brieux, Eugène",1858,1932
fk__p_49463,"Lang, Marie",1858,1934,person__4798,"Lang, Marie",1858,1934
fk__p_52948,"Schmedes, Erik",1868,1931,person__4812,"Schmedes, Erik",1868,1931
fk__p_44327,"Courteline, Georges",1858,1929,person__4865,"Courteline, Georges",1858,1929
fk__p_41609,"Lecher, Otto",1860,1939,person__4900,"Lecher, Otto",1860,1939
fk__p_41877,"Sylvester, Julius",1854,1944,person__4911,"Sylvester, Julius",1854,1944
fk__p_39421,"Bosse, Robert",1832,1901,person__4924,"Bosse, Robert",1832,1901
fk__p_39885,"Baudelaire, Charles",1821,1867,person__4950,"Baudelaire, Charles",1821,1867
fk__p_52217,"Richepin, Jean",1849,1926,person__4954,"Richepin, Jean",1849,1926
fk__p_40395,"Dessauer, Adolf",1849,1916,person__4968,"Dessauer, Adolf",1849,1916
fk__p_49694,"Conrad-Ramlo, Marie",1850,1921,person__4983,"Conrad-Ramlo, Marie",1850,1921
fk__p_49563,"Mamroth, Fedor",1851,1907,person__4986,"Mamroth, Fedor",1851,1907
fk__p_46893,"Herder, Johann Gottfried von",1744,1803,person__4996,"Herder, Johann Gottfried von",1744,1803
fk__p_43870,"Vischer, Friedrich Theodor",1807,1887,person__5012,"Vischer, Friedrich Theodor",1807,1887
fk__p_49585,"Manzoni, Alessandro",1785,1873,person__5024,"Manzoni, Alessandro",1785,1873
fk__p_55165,"Wacik, Franz",1883,1938,person__5059,"Wacik, Franz",1883,1938
fk__p_44602,"Gounod, Charles",1818,1893,person__5067,"Gounod, Charles",1818,1893
fk__p_41767,"Kassner, Rudolf",1873,1959,person__5096,"Kassner, Rudolf",1873,1959
fk__p_40626,"Duncker, Dora",1855,1916,person__5122,"Duncker, Dora",1855,1916
fk__p_51273,"Zifferer, Paul",1879,1929,person__5156,"Zifferer, Paul",1879,1929
fk__p_41263,"Berger, Johann Nepomuk",1816,1870,person__5165,"Berger, Johann Nepomuk",1816,1870
fk__p_46334,"Mareta, Hugo",1827,1913,person__5169,"Mareta, Hugo",1827,1913
fk__p_51070,"Paganini, Niccolò",1782,1840,person__5175,"Paganini, Niccolò",1782,1840
fk__p_50755,"O’Neill, Eugene",1888,1953,person__5198,"O’Neill, Eugene",1888,1953
fk__p_53843,"Swinburne, Algernon Charles",1837,1909,person__5202,"Swinburne, Algernon Charles",1837,1909
fk__p_51008,"Wagner, Otto",1841,1918,person__5205,"Wagner, Otto",1841,1918
fk__p_37851,"Wilbrandt, Adolf von",1837,1911,person__5208,"Wilbrandt, Adolf von",1837,1911
fk__p_44288,"Nicolai, Georg Friedrich",1874,1964,person__5220,"Nicolai, Georg Friedrich",1874,1964
fk__p_41140,"Delbrück, Hans",1848,1929,person__5227,"Delbrück, Hans",1848,1929
fk__p_42058,"Madjera, Wolfgang",1868,1926,person__5245,"Madjera, Wolfgang",1868,1926
fk__p_42987,"Steinach, Eugen",1861,1944,person__5257,"Steinach, Eugen",1861,1944
fk__p_39524,"Bronnen, Arnolt",1895,1959,person__5285,"Bronnen, Arnolt",1895,1959
fk__p_47722,"Haack, Käthe",1897,1986,person__5288,"Haack, Käthe",1897,1986
fk__p_51144,"Pascal, Blaise",1623,1662,person__5291,"Pascal, Blaise",1623,1662
fk__p_38594,"Wilbrandt-Baudius, Auguste",1843,1937,person__5320,"Wilbrandt-Baudius, Auguste",1843,1937
fk__p_41410,"Kronawetter, Ferdinand",1838,1913,person__5329,"Kronawetter, Ferdinand",1838,1913
fk__p_38024,"Schönerer, Alexandrine von",1850,1919,person__5333,"Schönerer, Alexandrine von",1850,1919
fk__p_40466,"Wild, Ignaz",1849,1909,person__5336,"Wild, Ignaz",1849,1909
fk__p_48368,"Kunschak, Leopold",1871,1953,person__5339,"Kunschak, Leopold",1871,1953
fk__p_54881,"Hugo, Victor",1802,1885,person__5359,"Hugo, Victor",1802,1885
fk__p_48697,"Leibniz, Gottfried Wilhelm",1646,1716,person__5390,"Leibniz, Gottfried Wilhelm",1646,1716
fk__p_42600,"Emerson, Ralph Waldo",1803,1882,person__5438,"Emerson, Ralph Waldo",1803,1882
fk__p_44422,"Gibbon, Edward",1737,1794,person__5442,"Gibbon, Edward",1737,1794
fk__p_45806,"Rode, Helge",1870,1937,person__5446,"Rode, Helge",1870,1937
fk__p_46396,"Huysmans, Joris-Karl",1848,1907,person__5449,"Huysmans, Joris-Karl",1848,1907
fk__p_52578,"Kreutz, Rudolf Jeremias",1876,1949,person__5521,"Kreutz, Rudolf Jeremias",1876,1949
fk__p_43901,"Nansen, Fridtjof",1861,1930,person__5525,"Nansen, Fridtjof",1861,1930
fk__p_43834,"Halm, Friedrich",1806,1871,person__5591,"Halm, Friedrich",1806,1871
fk__p_58082,"Weber, Hans von",1872,1924,person__5598,"Weber, Hans von",1872,1924
fk__p_44306,"Müller, Georg",1877,1917,person__5601,"Müller, Georg",1877,1917
fk__p_40965,"Oberhummer, Eugen",1859,1944,person__5644,"Oberhummer, Eugen",1859,1944
fk__p_46195,"Hofrichter, Adolf",1880,1945,person__5655,"Hofrichter, Adolf",1880,1945
fk__p_50998,"Soyka, Otto",1881,1955,person__5659,"Soyka, Otto",1881,1955
fk__p_51241,"Scheerbart, Paul",1863,1915,person__5666,"Scheerbart, Paul",1863,1915
fk__p_47496,"Heinrich, Karl Borromäus",1884,1938,person__5669,"Heinrich, Karl Borromäus",1884,1938
fk__p_43126,"Zobeltitz, Fedor von",1857,1934,person__5684,"Zobeltitz, Fedor von",1857,1934
fk__p_38687,"Baluschek, Hans",1870,1935,person__5708,"Baluschek, Hans",1870,1935
fk__p_52078,"Reicke, Georg",1863,1923,person__5730,"Reicke, Georg",1863,1923
fk__p_51177,"Barsch, Paul",1860,1931,person__5749,"Barsch, Paul",1860,1931
fk__p_42213,"Weiß, Emil Rudolf",1875,1942,person__5760,"Weiß, Emil Rudolf",1875,1942
fk__p_38501,"Schopenhauer, Arthur",1788,1860,person__5787,"Schopenhauer, Arthur",1788,1860
fk__p_47769,"Kelsen, Hans",1881,1973,person__5838,"Kelsen, Hans",1881,1973
fk__p_48495,"La Bruyère, Jean de",1645,1696,person__5842,"La Bruyère, Jean de",1645,1696
fk__p_39433,"Boulanger, Georges",1837,1891,person__5864,"Boulanger, Georges",1837,1891
fk__p_60337,"Arnim, Achim von",1781,1831,person__5888,"Arnim, Achim von",1781,1831
fk__p_44539,"Goldoni, Carlo",1707,1793,person__5892,"Goldoni, Carlo",1707,1793
fk__p_56476,"Abel, Alfred",1879,1937,person__5903,"Abel, Alfred",1879,1937
fk__p_37733,"Abel, Heinrich",1843,1926,person__5906,"Abel, Heinrich",1843,1926
fk__p_51171,"Abraham, Paul",1892,1960,person__5910,"Abraham, Paul",1892,1960
fk__p_37763,"Adalbert, Max",1874,1933,person__5917,"Adalbert, Max",1874,1933
fk__p_48440,"Adelt, Leonhard",1881,1945,person__5920,"Adelt, Leonhard",1881,1945
fk__p_45149,"Adler, Guido",1855,1941,person__5933,"Adler, Guido",1855,1941
fk__p_37902,"Albers, Hans",1891,1960,person__5952,"Albers, Hans",1891,1960
fk__p_37903,"Albert, Eduard",1841,1900,person__5956,"Albert, Eduard",1841,1900
fk__p_38156,"Alsberg, Max",1877,1933,person__5967,"Alsberg, Max",1877,1933
fk__p_38172,"Alwin, Karl Oskar",1891,1945,person__5971,"Alwin, Karl Oskar",1891,1945
fk__p_38217,"Andersen, Hans Christian",1805,1875,person__5981,"Andersen, Hans Christian",1805,1875
fk__p_56497,"Andrée, Salomon",1854,1897,person__5991,"Andrée, Salomon",1854,1897
fk__p_54988,"Angeli, Heinrich von",1840,1925,person__5998,"Angeli, Heinrich von",1840,1925
fk__p_42836,"Arndt, Ernst Moritz",1769,1860,person__6027,"Arndt, Ernst Moritz",1769,1860
fk__p_48729,"Ascher, Leo",1880,1942,person__6038,"Ascher, Leo",1880,1942
fk__p_39172,"Auerbach, Berthold",1812,1882,person__6050,"Auerbach, Berthold",1812,1882
fk__p_46684,"Baechtold, Jakob",1848,1897,person__6072,"Baechtold, Jakob",1848,1897
fk__p_47177,"Baker, Josephine",1906,1975,person__6084,"Baker, Josephine",1906,1975
fk__p_39011,"Balázs, Béla",1884,1949,person__6097,"Balázs, Béla",1884,1949
fk__p_38692,"Bamberger, Heinrich von",1822,1888,person__6101,"Bamberger, Heinrich von",1822,1888
fk__p_45837,"Barbusse, Henri",1873,1935,person__6109,"Barbusse, Henri",1873,1935
fk__p_49647,"Bard, Maria",1900,1944,person__6113,"Bard, Maria",1900,1944
fk__p_38724,"Barlach, Ernst",1870,1938,person__6120,"Barlach, Ernst",1870,1938
fk__p_38934,"Battistini, Mattia",1856,1928,person__6148,"Battistini, Mattia",1856,1928
fk__p_50876,"Baum, Oskar",1883,1941,person__6164,"Baum, Oskar",1883,1941
fk__p_54898,"Baum, Vicki",1888,1960,person__6166,"Baum, Vicki",1888,1960
fk__p_38950,"Baumbach, Rudolf",1840,1905,person__6169,"Baumbach, Rudolf",1840,1905
fk__p_39121,"Baumeister, Bernhard",1827,1917,person__6173,"Baumeister, Bernhard",1827,1917
fk__p_38956,"Baumgartner, Alexander",1841,1910,person__6176,"Baumgartner, Alexander",1841,1910
fk__p_39009,"Beckmann, Friedrich",1803,1866,person__6192,"Beckmann, Friedrich",1803,1866
fk__p_52001,"Benatzky, Ralph",1884,1957,person__6216,"Benatzky, Ralph",1884,1957
fk__p_37901,"Berg, Alban",1885,1935,person__6235,"Berg, Alban",1885,1935
fk__p_39099,"Bergmeister, Otto",1845,1918,person__6253,"Bergmeister, Otto",1845,1918
fk__p_45838,"Bergson, Henri",1859,1941,person__6257,"Bergson, Henri",1859,1941
fk__p_39107,"Berla, Alois",1826,1896,person__6260,"Berla, Alois",1826,1896
fk__p_45627,"Berlioz, Hector",1803,1869,person__6263,"Berlioz, Hector",1803,1869
fk__p_44277,"Bernhard, Georg",1875,1944,person__6271,"Bernhard, Georg",1875,1944
fk__p_46324,"Bettauer, Hugo",1872,1925,person__6294,"Bettauer, Hugo",1872,1925
fk__p_54132,"Blau, Tina",1845,1916,person__6322,"Blau, Tina",1845,1916
fk__p_48733,"Blech, Leo",1871,1958,person__6325,"Blech, Leo",1871,1958
fk__p_55215,"Bloem, Walter",1868,1951,person__6333,"Bloem, Walter",1868,1951
fk__p_39307,"Blériot, Louis",1872,1936,person__6339,"Blériot, Louis",1872,1936
fk__p_56007,"Bodanzky, Artur",1877,1939,person__6343,"Bodanzky, Artur",1877,1939
fk__p_40172,"Bois, Curt",1901,1991,person__6354,"Bois, Curt",1901,1991
fk__p_52557,"Borchardt, Rudolf",1877,1945,person__6382,"Borchardt, Rudolf",1877,1945
fk__p_60387,"Brachvogel, Albert Emil",1824,1878,person__6398,"Brachvogel, Albert Emil",1824,1878
fk__p_39467,"Bratfisch, Josef",1847,1892,person__6403,"Bratfisch, Josef",1847,1892
fk__p_51184,"Breisach, Paul",1896,1952,person__6423,"Breisach, Paul",1896,1952
fk__p_40815,"Breitner, Burghard",1884,1956,person__6426,"Breitner, Burghard",1884,1956
fk__p_46325,"Breitner, Hugo",1873,1946,person__6430,"Breitner, Hugo",1873,1946
fk__p_49910,"Brod, Max",1884,1968,person__6441,"Brod, Max",1884,1968
fk__p_40820,"Bruck, Reinhard",1885,1929,person__6459,"Bruck, Reinhard",1885,1929
fk__p_38434,"Brunner, Armin",1864,1929,person__6465,"Brunner, Armin",1864,1929
fk__p_39542,"Brüll, Ignaz",1846,1907,person__6484,"Brüll, Ignaz",1846,1907
fk__p_39122,"Buchbinder, Bernhard",1849,1922,person__6487,"Buchbinder, Bernhard",1849,1922
fk__p_37803,"Busch, Adolf",1891,1952,person__6526,"Busch, Adolf",1891,1952
fk__p_55488,"Busch, Wilhelm",1832,1908,person__6531,"Busch, Wilhelm",1832,1908
fk__p_39640,"Buska, Johanna",1847,1922,person__6536,"Buska, Johanna",1847,1922
fk__p_51185,"Busson, Paul",1873,1924,person__6543,"Busson, Paul",1873,1924
fk__p_39586,"Büchner, Georg",1813,1837,person__6556,"Büchner, Georg",1813,1837
fk__p_39139,"Bülow, Bernhard von",1849,1929,person__6560,"Bülow, Bernhard von",1849,1929
fk__p_44576,"Bürger, Gottfried August",1747,1794,person__6567,"Bürger, Gottfried August",1747,1794
fk__p_39824,"Castelli, Ignaz Franz",1781,1862,person__6596,"Castelli, Ignaz Franz",1781,1862
fk__p_39716,"Castiglioni, Camillo",1879,1957,person__6599,"Castiglioni, Camillo",1879,1957
fk__p_39875,"Chamisso, Adelbert von",1781,1838,person__6609,"Chamisso, Adelbert von",1781,1838
fk__p_39882,"Charell, Erik",1894,1974,person__6617,"Charell, Erik",1894,1974
fk__p_39912,"Charmatz, Richard",1879,1965,person__6623,"Charmatz, Richard",1879,1965
fk__p_39929,"Chevalier, Maurice",1888,1972,person__6630,"Chevalier, Maurice",1888,1972
fk__p_59231,"Chiari, Ottokar von",1853,1918,person__6634,"Chiari, Ottokar von",1853,1918
fk__p_43461,"Christophe, Franz",1875,1946,person__6648,"Christophe, Franz",1875,1946
fk__p_42605,"Claar, Emil",1842,1930,person__6651,"Claar, Emil",1842,1930
fk__p_51186,"Claudel, Paul",1868,1955,person__6660,"Claudel, Paul",1868,1955
fk__p_40031,"Cloeter, Hermine",1879,1970,person__6668,"Cloeter, Hermine",1879,1970
fk__p_40038,"Cocteau, Jean",1889,1963,person__6676,"Cocteau, Jean",1889,1963
fk__p_41627,"Cohn, Paul",1872,1944,person__6681,"Cohn, Paul",1872,1944
fk__p_40138,"Courths-Mahler, Hedwig",1867,1950,person__6715,"Courths-Mahler, Hedwig",1867,1950
fk__p_57313,"Curtius, Ernst Robert",1886,1956,person__6738,"Curtius, Ernst Robert",1886,1956
fk__p_45881,"Cysarz, Herbert",1896,1985,person__6742,"Cysarz, Herbert",1896,1985
fk__p_48983,"Dagover, Lil",1887,1980,person__6746,"Dagover, Lil",1887,1980
fk__p_43157,"Dahn, Felix",1834,1912,person__6751,"Dahn, Felix",1834,1912
fk__p_40259,"Danton, Georges",1759,1794,person__6757,"Danton, Georges",1759,1794
fk__p_40264,"Darwin, Charles Robert",1809,1882,person__6761,"Darwin, Charles Robert",1809,1882
fk__p_46913,"Deinhardstein, Johann Ludwig",1794,1859,person__6779,"Deinhardstein, Johann Ludwig",1794,1859
fk__p_40367,"Demuth, Leopold",1861,1910,person__6791,"Demuth, Leopold",1861,1910
fk__p_59572,"Desmoulins, Camille",1760,1794,person__6794,"Desmoulins, Camille",1760,1794
fk__p_50947,"Deutsch, Otto Erich",1883,1967,person__6807,"Deutsch, Otto Erich",1883,1967
fk__p_40438,"Diener, Carl",1862,1928,person__6816,"Diener, Carl",1862,1928
fk__p_55494,"Dieterle, Wilhelm",1893,1972,person__6819,"Dieterle, Wilhelm",1893,1972
fk__p_40440,"Dietrich, Marlene",1901,1992,person__6824,"Dietrich, Marlene",1901,1992
fk__p_38635,"Dolbin, Benedikt Fred",1883,1971,person__6830,"Dolbin, Benedikt Fred",1883,1971
fk__p_49284,"Donath, Ludwig",1900,1967,person__6834,"Donath, Ludwig",1900,1967
fk__p_60561,"Donizetti, Gaetano",1797,1848,person__6837,"Donizetti, Gaetano",1797,1848
fk__p_47000,"Dos Passos, John Roderigo",1896,1970,person__6849,"Dos Passos, John Roderigo",1896,1970
fk__p_46218,"Drachmann, Holger",1846,1908,person__6855,"Drachmann, Holger",1846,1908
fk__p_54060,"Dreiser, Theodore",1871,1945,person__6859,"Dreiser, Theodore",1871,1945
fk__p_38526,"Dukes, Ashley",1885,1959,person__6879,"Dukes, Ashley",1885,1959
fk__p_54025,"Däubler, Theodor",1876,1934,person__6906,"Däubler, Theodor",1876,1934
fk__p_43465,"Dülberg, Franz",1873,1934,person__6910,"Dülberg, Franz",1873,1934
fk__p_40911,"Eckener, Hugo",1868,1954,person__6924,"Eckener, Hugo",1868,1954
fk__p_47702,"Edschmid, Kasimir",1890,1966,person__6927,"Edschmid, Kasimir",1890,1966
fk__p_42350,"Egger-Lienz, Albin",1868,1926,person__6934,"Egger-Lienz, Albin",1868,1926
fk__p_45703,"Eisenbach, Heinrich",1870,1923,person__6969,"Eisenbach, Heinrich",1870,1923
fk__p_56101,"Eisler, Max",1881,1937,person__6975,"Eisler, Max",1881,1937
fk__p_43916,"Engel, Fritz ",1867,1935,person__7000,"Engel, Fritz",1867,1935
fk__p_56116,"Epstein, Jehudo",1870,1945,person__7009,"Epstein, Jehudo",1870,1945
fk__p_42888,"Erzberger, Matthias",1875,1921,person__7028,"Erzberger, Matthias",1875,1921
fk__p_38276,"Ethel, Anna",1850,1939,person__7033,"Ethel, Anna",1850,1939
fk__p_55499,"Exner, Wilhelm Franz",1840,1931,person__7044,"Exner, Wilhelm Franz",1840,1931
fk__p_42291,"Eysler, Edmund",1874,1949,person__7048,"Eysler, Edmund",1874,1949
fk__p_42881,"Faber, Erwin",1891,1989,person__7051,"Faber, Erwin",1891,1989
fk__p_42611,"Faktor, Emil",1876,1942,person__7072,"Faktor, Emil",1876,1942
fk__p_48736,"Fall, Leo",1873,1925,person__7076,"Fall, Leo",1873,1925
fk__p_47515,"Farkas, Karl",1893,1971,person__7084,"Farkas, Karl",1893,1971
fk__p_44337,"Farrar, Geraldine",1882,1967,person__7087,"Farrar, Geraldine",1882,1967
fk__p_51203,"Federn, Paul",1871,1950,person__7095,"Federn, Paul",1871,1950
fk__p_43128,"Fehdmer, Helene",1872,1939,person__7098,"Fehdmer, Helene",1872,1939
fk__p_43130,"Fehling, Jürgen",1885,1968,person__7102,"Fehling, Jürgen",1885,1968
fk__p_40985,"Feilbogen, Siegmund",1858,1928,person__7105,"Feilbogen, Siegmund",1858,1928
fk__p_56519,"Fellner, Ferdinand",1847,1916,person__7115,"Fellner, Ferdinand",1847,1916
fk__p_43245,"Fernkorn, Anton Dominik von",1813,1878,person__7120,"Fernkorn, Anton Dominik von",1813,1878
fk__p_49011,"Feuchtwanger, Lion",1884,1958,person__7123,"Feuchtwanger, Lion",1884,1958
fk__p_57151,"Feuerbach, Ludwig",1804,1872,person__7126,"Feuerbach, Ludwig",1804,1872
fk__p_43260,"Fichte, Johann Gottlieb",1762,1814,person__7134,"Fichte, Johann Gottlieb",1762,1814
fk__p_55220,"Firner, Walter",1905,2002,person__7141,"Firner, Walter",1905,2002
fk__p_42804,"Fischer, Ernst",1899,1972,person__7147,"Fischer, Ernst",1899,1972
fk__p_48365,"Fischer, Kuno",1824,1907,person__7152,"Fischer, Kuno",1824,1907
fk__p_39806,"Flaischlen, Cäsar",1864,1920,person__7163,"Flaischlen, Cäsar",1864,1920
fk__p_50897,"Fontana, Oskar Maurus",1889,1969,person__7193,"Fontana, Oskar Maurus",1889,1969
fk__p_56533,"Forster, Rudolf",1884,1968,person__7196,"Forster, Rudolf",1884,1968
fk__p_48779,"Frank, Leonhard",1882,1961,person__7209,"Frank, Leonhard",1882,1961
fk__p_51205,"Frank, Paul",1885,1976,person__7212,"Frank, Paul",1885,1976
fk__p_56526,"Frankl, Oskar Benjamin",1881,1955,person__7215,"Frankl, Oskar Benjamin",1881,1955
fk__p_47508,"Franzos, Karl Emil",1848,1904,person__7218,"Franzos, Karl Emil",1848,1904
fk__p_43737,"Freksa, Friedrich",1882,1955,person__7229,"Freksa, Friedrich",1882,1955
fk__p_48392,"Frieberger, Kurt",1883,1970,person__7247,"Frieberger, Kurt",1883,1970
fk__p_48454,"Friedrich, Leo",1842,1908,person__7263,"Friedrich, Leo",1842,1908
fk__p_50960,"Friedrich, Otto",1862,1937,person__7266,"Friedrich, Otto",1862,1937
fk__p_41057,"Fröhlich, Alfred",1871,1953,person__7284,"Fröhlich, Alfred",1871,1953
fk__p_44289,"Fuchs, Georg",1868,1949,person__7288,"Fuchs, Georg",1868,1949
fk__p_44117,"Furtwängler, Wilhelm",1886,1954,person__7296,"Furtwängler, Wilhelm",1886,1954
fk__p_44178,"Galilei, Galileo",1564,1642,person__7327,"Galilei, Galileo",1564,1642
fk__p_44190,"Gambetta, Léon",1838,1882,person__7339,"Gambetta, Léon",1838,1882
fk__p_45030,"Garbo, Greta",1905,1990,person__7347,"Garbo, Greta",1905,1990
fk__p_44231,"Gauguin, Paul",1848,1903,person__7352,"Gauguin, Paul",1848,1903
fk__p_49294,"Geiger, Ludwig",1848,1919,person__7360,"Geiger, Ludwig",1848,1919
fk__p_45708,"George, Heinrich",1893,1946,person__7376,"George, Heinrich",1893,1946
fk__p_45863,"George, Henry",1839,1897,person__7380,"George, Henry",1839,1897
fk__p_52116,"Geyling, Remigius",1878,1974,person__7402,"Geyling, Remigius",1878,1974
fk__p_43516,"Ginzkey, Franz Karl",1871,1963,person__7414,"Ginzkey, Franz Karl",1871,1963
fk__p_46778,"Giraudoux, Jean",1882,1944,person__7417,"Giraudoux, Jean",1882,1944
fk__p_39291,"Glossy, Blanka",1893,1952,person__7430,"Glossy, Blanka",1893,1952
fk__p_45190,"Glück, Gustav",1871,1952,person__7433,"Glück, Gustav",1871,1952
fk__p_49093,"Gmeiner, Lula",1876,1948,person__7438,"Gmeiner, Lula",1876,1948
fk__p_44511,"Godard, Benjamin",1849,1895,person__7442,"Godard, Benjamin",1849,1895
fk__p_55508,"Goldbaum, Wilhelm",1843,1912,person__7463,"Goldbaum, Wilhelm",1843,1912
fk__p_49295,"Goldscheider, Ludwig",1896,1973,person__7470,"Goldscheider, Ludwig",1896,1973
fk__p_44549,"Goltz, Alexander Demetrius",1857,1944,person__7481,"Goltz, Alexander Demetrius",1857,1944
fk__p_38448,"Golz, Arnold",1866,1942,person__7485,"Golz, Arnold",1866,1942
fk__p_42620,"Golz, Emil",1866,1944,person__7488,"Golz, Emil",1866,1944
fk__p_46825,"Gotthelf, Jeremias",1797,1854,person__7491,"Gotthelf, Jeremias",1797,1854
fk__p_52565,"Gottschall, Rudolf von",1823,1909,person__7496,"Gottschall, Rudolf von",1823,1909
fk__p_43207,"Gregori, Ferdinand",1870,1928,person__7528,"Gregori, Ferdinand",1870,1928
fk__p_45022,"Gregorovius, Ferdinand",1821,1891,person__7531,"Gregorovius, Ferdinand",1821,1891
fk__p_38683,"Groller, Balduin",1848,1916,person__7548,"Groller, Balduin",1848,1916
fk__p_43921,"Gross, Fritz",1897,1946,person__7558,"Gross, Fritz",1897,1946
fk__p_44330,"Grosz, George",1893,1959,person__7562,"Grosz, George",1893,1959
fk__p_43922,"Grünbaum, Fritz",1880,1941,person__7574,"Grünbaum, Fritz",1880,1941
fk__p_38063,"Grünewald, Alfred",1884,1942,person__7578,"Grünewald, Alfred",1884,1942
fk__p_45714,"Grünfeld, Heinrich",1855,1931,person__7580,"Grünfeld, Heinrich",1855,1931
fk__p_38066,"Grünwald, Alfred",1884,1951,person__7587,"Grünwald, Alfred",1884,1951
fk__p_55787,"Guilbert, Yvette",1865,1944,person__7597,"Guilbert, Yvette",1865,1944
fk__p_50806,"Gulbransson, Olaf",1873,1958,person__7600,"Gulbransson, Olaf",1873,1958
fk__p_40596,"Haas, Dolly",1910,1994,person__7627,"Haas, Dolly",1910,1994
fk__p_55603,"Haas, Willy",1891,1973,person__7630,"Haas, Willy",1891,1973
fk__p_43833,"Haase, Friedrich",1825,1911,person__7633,"Haase, Friedrich",1825,1911
fk__p_45336,"Hadank, Günther",1892,1973,person__7646,"Hadank, Günther",1892,1973
fk__p_48809,"Hainisch, Leopold",1891,1979,person__7659,"Hainisch, Leopold",1891,1979
fk__p_41542,"Hainisch, Michael",1858,1940,person__7662,"Hainisch, Michael",1858,1940
fk__p_52344,"Hamerling, Robert",1830,1889,person__7674,"Hamerling, Robert",1830,1889
fk__p_54179,"Hardy, Thomas",1840,1928,person__7692,"Hardy, Thomas",1840,1928
fk__p_55671,"Hartlieb, Wladimir von",1887,1951,person__7700,"Hartlieb, Wladimir von",1887,1951
fk__p_49269,"Hartmann, Ludo Moritz",1865,1924,person__7707,"Hartmann, Ludo Moritz",1865,1924
fk__p_37618,"Hartmann, Paul",1889,1977,person__7710,"Hartmann, Paul",1889,1977
