id,name,birth_year,death_year,id,name,birth_year,death_year
fk__p_55734,Wotruba,1000,1000,,,,
fk__p_55736,"Wrabetz, Karl",1846,1924,,,,
fk__p_55737,"Wrangel, Friedrich Heinrich Ernst Graf",1784,1877,,,,
fk__p_55738,"Wrbna-Freudenthal, Rudolf? Graf",1864,1927,,,,
fk__p_55739,"Wrede, Gabriele Fürstin, geb. Gräfin Herberstein",1851,1923,,,,
fk__p_55745,"Wunderbaldinger, Leopold",1000,1000,,,,
fk__p_55746,"Wunderlich, Otto",1000,1000,,,,
fk__p_55747,"Deininger, Wunibald",1879,1963,,,,
fk__p_55749,"Wurm, Maria Freiin von",1876,1920,,,,
fk__p_55750,"Wurmbrand-Stuppach, Ladislaus Gundacker Graf",1838,1901,,,,
fk__p_55751,"Wurmbrand-Stuppach, Ernst? Graf",1838,1917,,,,
fk__p_55753,"Würz, Josef",1863,1935,,,,
fk__p_55754,"Wurzbach-Tannenberg, Constant Ritter von",1818,1893,,,,
fk__p_55756,Wurzinger,1000,1000,,,,
fk__p_55757,"Wüst, Karl",1000,1000,,,,
fk__p_55761,"Wymetal, Wilhelm Ritter von",1878,1929,,,,
fk__p_55762,"Lewis, Wyndham",1882,1957,,,,
fk__p_55763,X.,1000,1000,,,,
fk__p_55764,X.,1000,1000,,,,
fk__p_55765,X.,1000,1000,,,,
fk__p_55766,X. X.,1000,1000,,,,
fk__p_55767,X. Y.,1000,1000,,,,
fk__p_55768,X. Y. Z.,1000,1000,,,,
fk__p_55770,Xenophon,1000,355,,,,
fk__p_55772,Y.,1000,1000,,,,
fk__p_55773,Y.,1000,1000,,,,
fk__p_55774,Yáo,1000,1000,,,,
fk__p_55775,"Yasuda, Minori",1000,1000,,,,
fk__p_55776,"Ybl, Miklós",1814,1891,,,,
fk__p_55777,Yintschang,1000,1000,,,,
fk__p_55780,"Yorck von Wartenburg, Hans David Ludwig Graf",1759,1830,,,,
fk__p_55783,Your silent partner,1000,1000,,,,
fk__p_55784,Ypsilon,1000,1000,,,,
fk__p_55785,"Guyot, Yves",1843,1928,,,,
fk__p_55788,"Delbos, Yvon",1885,1956,,,,
fk__p_55789,Z.,1000,1000,,,,
fk__p_55795,Zaar,1000,1000,,,,
fk__p_55796,"Zabusch, Franz Ritter von",1846,1912,,,,
fk__p_55798,"Začek, Johann",1849,1934,,,,
fk__p_55800,Zacharides,1000,1000,,,,
fk__p_55802,Zahlreiche Leser,1000,1000,,,,
fk__p_55803,"Zamorsky, Camillo",1883,1963,,,,
fk__p_55806,"Zankov, Dragan",1828,1911,,,,
fk__p_55807,"Zannoni, Giacomo",1000,1000,,,,
fk__p_55813,"Agha, Zara",1812,1932,,,,
fk__p_55814,Zarathustra,1000,1000,,,,
fk__p_55815,"Zarboch, Rudolf",1878,1960,,,,
fk__p_55818,"Satke, Karl",1854,1000,,,,
fk__p_55819,"Zaunmüller, Josef",1852,1908,,,,
fk__p_55820,"Zawadil, Karl",1889,1000,,,,
fk__p_55821,"Zboržil, Edmund",1854,1924,,,,
fk__p_55822,zd.,1000,1000,,,,
fk__p_55823,"Forster, Zdenko Ritter von",1860,1922,,,,
fk__p_55824,"Kuttig von Domberg, Zdenko ",1836,1000,,,,
fk__p_55826,"Zechner, Friedrich",1850,1902,,,,
fk__p_55827,"Zédé, Gustave",1825,1891,,,,
fk__p_55830,"Zeehe, Andreas",1849,1000,,,,
fk__p_55831,"Zehden, Karl August",1843,1901,,,,
fk__p_55832,Zehetbauer,1000,1000,,,,
fk__p_55834,"Zehra, Robert Alexander?",1873,1945,,,,
fk__p_55835,Zeichendeuter,1000,1000,,,,
fk__p_55837,"Zeisel, Rudolf",1879,1000,,,,
fk__p_55840,"Zeitelberger, Georg Josef",1869,1953,,,,
fk__p_55844,Zekki Pascha,1000,1000,,,,
fk__p_55845,"Zelenka, Franz",1886,1960,,,,
fk__p_55848,"Zelinka, Andreas",1802,1868,,,,
fk__p_55850,"Zellner, Karl",1856,1902,,,,
fk__p_55853,Zensor,1000,1000,,,,
fk__p_55856,"Zeppezauer, Albrecht?",1865,1945,,,,
fk__p_55857,"Zerkowitz, Theodor",1896,1000,,,,
fk__p_55862,"Cerale, Luigia",1859,1937,,,,
fk__p_55863,"Zerritsch, Fritz jun.",1888,1985,,,,
fk__p_55866,"Zeumer, Georg",1890,1917,,,,
fk__p_55867,"Zewy, Karl",1855,1929,,,,
fk__p_55868,"Ziegler, Heinrich Ernst",1858,1925,,,,
fk__p_55869,Ziehm,1000,1000,,,,
fk__p_55876,"Tsilka, Gregory Marko",1872,1918,,,,
fk__p_55877,"Zimmer, Karl",1000,1000,,,,
fk__p_55879,"Zinner, Annie",1000,1920,,,,
fk__p_55880,Zionist,1000,1000,,,,
fk__p_55881,"Zip, d. i. William Henry Johnson",1842,1926,,,,
fk__p_55883,"Zitter, Moritz",1861,1921,,,,
fk__p_55884,"Zitterbarth, Mátyás?",1803,1867,,,,
fk__p_55885,Zitterer ,1000,1000,,,,
fk__p_55889,"Zoff, Alfred",1852,1927,,,,
fk__p_55892,"Petrowitsch, Zoltan",1902,1000,,,,
fk__p_55893,Zoolog,1000,1000,,,,
fk__p_55895,"Zorn, Anders Leonard",1860,1920,,,,
fk__p_55896,"Zriny, Niklas Graf",1518,1566,,,,
fk__p_55897,"Zsák, Károly",1895,1944,,,,
fk__p_55906,"Zuleger, Karl",1877,1946,,,,
fk__p_55907,"Bouffar, Zulma (Madeleine, Magdelaine)",1841,1909,,,,
fk__p_55909,"Zündel, Friedrich",1827,1891,,,,
fk__p_55910,Zünftler,1000,1000,,,,
fk__p_55911,"Zunz, Leopold",1794,1886,,,,
fk__p_55912,"Zupelli, Vittorio Italico",1859,1945,,,,
fk__p_55913,"Zurlinden, Émile Thomas",1837,1929,,,,
fk__p_55915,"Zverina, Robert",1856,1925,,,,
fk__p_55917,"Zwack, Ella (Bella), geb. Rindskopf",1869,1000,,,,
fk__p_55918,Zwei Südbahnbeamte,1000,1000,,,,
fk__p_55920,"Zweigenthal, Moritz",1865,1943,,,,
fk__p_55926,"Zwieback, Ludwig",1845,1906,,,,
fk__p_55927,Zwiedinek-Bärenkamp ,1000,1000,,,,
fk__p_55928,"Zwierzina, Konrad",1864,1941,,,,
fk__p_55929,Zwicklinski,1000,1000,,,,
fk__p_55930,Zwirschina ,1000,1000,,,,
fk__p_55931,"Zycha, Adolf",1871,1948,,,,
fk__p_55937,"Korngold, Josefine, geb. Witrofsky",1872,1958,,,,
fk__p_55960,"Tasso, Torquato ",1544,1595,,,,
fk__p_55962,Olympia,1000,1000,,,,
fk__p_55971,"Alberti, Leon Battista",1404,1472,,,,
fk__p_55973,"Berger, Wilhelm Freiherr von",1849,1917,,,,
fk__p_55976,"Arnold, Anton",1880,1954,,,,
fk__p_55977,"Levysohn, Frau",1000,1000,,,,
fk__p_55982,"Bach, Alexander Freiherr von",1813,1893,,,,
fk__p_55983,"Barth, Paul",1858,1922,,,,
fk__p_55984,"Bartsch, Heinrich",1877,1959,,,,
fk__p_55985,"Bayer, Friedrich Wilhelm",1833,1898,,,,
fk__p_55986,"Bayer, Optat",1858,1940,,,,
fk__p_55988,Becker,1000,1000,,,,
fk__p_55990,"Beer, Rudolf",1863,1913,,,,
fk__p_55991,"Benedek, Josef?",1875,1955,,,,
fk__p_55992,Benedikt,1000,1000,,,,
fk__p_55993,"Büchmann, Georg",1822,1884,,,,
fk__p_55995,"Baedeker, Karl",1801,1859,,,,
fk__p_56000,"Blasel, Johanna, geb. Wellen",1840,1910,,,,
fk__p_56001,"Blasel, Leopold",1866,1931,,,,
fk__p_56004,"Marx, Friedrich",1859,1941,,,,
fk__p_56009,"Bondy, Julius",1856,1929,,,,
fk__p_56010,"Bondy, Frl. ",1000,1000,,,,
fk__p_56013,"Veith, Eduard",1858,1925,,,,
fk__p_56014,"Brandes, Gustav",1862,1942,,,,
fk__p_56015,"Brentano, Franz",1838,1917,,,,
fk__p_56017,"Brod, Max",1880,1959,,,,
fk__p_56018,"Bruk, Shlomo",1899,1983,,,,
fk__p_56019,Conradi ,1000,1000,,,,
fk__p_56020,"Czerny, Heinrich",1000,1000,,,,
fk__p_56023,"Danneberg, Jakob",1851,1913,,,,
fk__p_56024,"David, Anton",1849,1924,,,,
fk__p_56025,David,1000,1000,,,,
fk__p_56026,"Delug, Alois",1859,1930,,,,
fk__p_56027,"Demel, Heinrich",1862,1943,,,,
fk__p_56031,"Bloch, Eduard",1867,1000,,,,
fk__p_56037,Bunzl ,1000,1000,,,,
fk__p_56039,"Burian, Karl",1870,1924,,,,
fk__p_56041,Bac ,1000,1000,,,,
fk__p_56042,"Bauer, Alexander",1836,1921,,,,
fk__p_56045,"Bauer, Karl",1000,1000,,,,
fk__p_56046,"Bauer de Röjtök, Mathilde, geb. Andreae",1872,1952,,,,
fk__p_56051,"Ries, F. (Konzertdirektion)",1000,1000,,,,
fk__p_56052,"Deutsch, Adolf?",1867,1943,,,,
fk__p_56053,"Deutsch, Hofrat ",1000,1000,,,,
fk__p_56054,"Deutsch, Leopold",1850,1930,,,,
fk__p_56055,"Deutsch de la Meurthe, Henry ",1846,1919,,,,
fk__p_56057,"Deutsch, M. ",1000,1000,,,,
fk__p_56058,"Muhammad Ali, Schah von Persien",1872,1925,,,,
fk__p_56059,"Donner, Johann Jakob Christian",1799,1875,,,,
fk__p_56061,"Dumba, Konstantin Theodor",1856,1947,,,,
fk__p_56062,"Duncan of Camperdown, Lundie Viscount",1731,1804,,,,
fk__p_56063,"Duschnitz, Willibald",1884,1976,,,,
fk__p_56064,"Exner, August Heinrich Andreas",1859,1000,,,,
fk__p_56065,"Exner-Ewarten, Alfred Edler von ",1875,1921,,,,
fk__p_56071,"Braun, Adolf Aloys Freiherr von",1818,1904,,,,
fk__p_56074,"Braun, Karl Ferdinand",1850,1918,,,,
fk__p_56075,"Eder, Albert",1882,1927,,,,
fk__p_56077,"Eder, Adolf ",1000,1000,,,,
fk__p_56078,"Ihering, Rudolf von",1818,1892,,,,
fk__p_56082,"Linder, Leo",1874,1920,,,,
fk__p_56085,Robert,1000,1000,,,,
fk__p_56086,"Georg Karageorgevic, Prinz von Serbien",1887,1972,,,,
fk__p_56087,"Georg, Kronprinz von Griechenland",1869,1957,,,,
fk__p_56088,"Georg I., König von Sachsen",1832,1904,,,,
fk__p_56089,"Georg I., König von Griechenland",1845,1913,,,,
fk__p_56092,"Eger, Alexander Ritter von",1844,1922,,,,
fk__p_56094,"Deixner, Egon",1909,1912,,,,
fk__p_56096,"Einstein, Alfred",1880,1952,,,,
fk__p_56099,"Eisinger, Otto",1879,1000,,,,
fk__p_56100,"Eisler, Frau",1000,1000,,,,
fk__p_56103,Eisler ,1000,1000,,,,
fk__p_56105,"Elias, Hermann",1876,1955,,,,
fk__p_56107,"Windisch-Graetz, Alfred Fürst ",1787,1862,,,,
fk__p_56110,"Konstantin I., König von Griechenland",1868,1923,,,,
fk__p_56115,"Engel, Frl.",1000,1000,,,,
fk__p_56117,"Habietinek, Friedrich",1873,1951,,,,
fk__p_56121,"Friedländer, David",1750,1834,,,,
fk__p_56123,"Friedmann, Otto",1860,1901,,,,
fk__p_56125,"Friedrich, Karl",1000,1000,,,,
fk__p_56134,"Kulka, Michael",1848,1907,,,,
fk__p_56135,"Kulka, Siegfried?",1883,1000,,,,
fk__p_56139,"Geiringer, Samuel?",1861,1928,,,,
fk__p_56140,"Gérard, René",1000,1000,,,,
fk__p_56143,"Giseke, Bernhard ",1823,1876,,,,
fk__p_56144,"Sullivan, Sir Arthur Seymour",1842,1900,,,,
fk__p_56146,"Gisela Luise Marie, Prinzessin von Bayern, geb. Erzherzogin von Österreich",1856,1932,,,,
fk__p_56149,"Godin, Marie-Amalie Freiin von",1882,1956,,,,
fk__p_56150,"Goldberg, Adolf",1850,1905,,,,
fk__p_56151,"Goldberger, Isidor",1874,1902,,,,
fk__p_56153,Goldberger ,1000,1000,,,,
fk__p_56155,"Goldberger, Kommerzialrat",1000,1000,,,,
fk__p_56156,"Goldmark, Joseph",1818,1881,,,,
fk__p_56157,"Goldscheider, Maria?, geb. Inlender",1886,1000,,,,
fk__p_56158,"Goldstein, Hedwig, geb. Lowitsch",1874,1000,,,,
fk__p_56160,"Gomperz, Elise, geb. von Sichrovsky",1848,1929,,,,
fk__p_56161,Gottfried von Straßburg,1000,1215,,,,
fk__p_56162,"Lessing, Carl Robert",1827,1911,,,,
fk__p_56164,"Grünberg, Berta Aloisia, geb. Harth",1874,1957,,,,
fk__p_56168,"Grün, Clemens?",1846,1902,,,,
fk__p_56169,"Grünwald, Julius",1000,1000,,,,
fk__p_56171,"Groß, Isidor Hermann",1864,1914,,,,
fk__p_56172,"Groß, Ferdinand?",1835,1909,,,,
fk__p_56173,"Groß, Karl",1838,1916,,,,
fk__p_56174,"Groß, Karl",1879,1000,,,,
fk__p_56175,Gregor XIII. ,1502,1585,,,,
fk__p_56177,"Zerbs, Hermann",1871,1941,,,,
fk__p_56182,"Berger, Emma",1885,1917,,,,
fk__p_56183,"Berger, Lilly",1882,1942,,,,
fk__p_56184,"Berger, Olga",1883,1962,,,,
fk__p_56187,"Berger, Wachtmeister",1000,1000,,,,
fk__p_56188,"Kolb, Richard",1879,1958,,,,
fk__p_56189,"Komorczyński-Oszczyński, Otto Ritter von",1877,1935,,,,
fk__p_56191,"Groß, Siegmund?",1873,1000,,,,
fk__p_56192,"Groß, Hans",1000,1000,,,,
fk__p_56193,"Grunwald, Frau",1000,1000,,,,
fk__p_56194,"Kovacs, Leutnant",1000,1000,,,,
fk__p_56195,"Kovacs, Herr ",1000,1000,,,,
fk__p_56197,"Krämer, Johann Viktor",1861,1949,,,,
fk__p_56198,Berta,1000,1000,,,,
fk__p_56200,Berta,1000,1000,,,,
fk__p_56201,"Fürstenberg, Carl",1850,1933,,,,
fk__p_56202,"Farkas, Herr von",1000,1000,,,,
fk__p_56206,Hahn ,1000,1000,,,,
fk__p_56208,"Hafner, Justus Baron",1000,1000,,,,
fk__p_56209,Nepallek ,1000,1000,,,,
fk__p_56210,Neubauer ,1000,1000,,,,
fk__p_56213,"Moltke, Helmuth Karl Bernhard Graf",1800,1891,,,,
fk__p_56218,"Arbeitel, Moritz",1874,1933,,,,
fk__p_56219,"Honana, Häuptling",1000,1000,,,,
fk__p_56220,"Tschitscherin, Georg Wassiljewitsch",1872,1936,,,,
fk__p_56221,"Kafka, Ignaz",1867,1935,,,,
fk__p_56222,"Weigand, Hermann",1862,1949,,,,
fk__p_56223,"Siegel, Franz",1876,1927,,,,
fk__p_56227,"Henry, Hubert-Joseph",1846,1898,,,,
fk__p_56229,"Hartmann, Gaston Louis",1851,1000,,,,
fk__p_56230,"Körber, Johann",1865,1941,,,,
fk__p_56231,"Alexander I. Obrenović, König von Serbien",1876,1903,,,,
fk__p_56235,"Hauszmann, Alois",1847,1926,,,,
fk__p_56236,"Hawelka, Leopold",1868,1000,,,,
fk__p_56237,"Hecker, Siegmund",1874,1000,,,,
fk__p_56238,"Hegedüs, Aladár",1000,1000,,,,
fk__p_56242,"Heine, Maximilian (Meyer) von",1804,1879,,,,
fk__p_56243,"Heine, Carl",1810,1865,,,,
fk__p_56244,"Heine, Samson",1764,1828,,,,
fk__p_56245,"Riedl, Heinrich",1905,1000,,,,
fk__p_56247,"Heinrich Albert Wilhelm, Prinz von Preußen",1862,1929,,,,
fk__p_56255,"Strauß, Johann sen.",1804,1849,,,,
fk__p_56256,"Strauß, Johann Maria Eduard",1866,1939,,,,
fk__p_56258,"Strauß, Eduard",1835,1916,,,,
fk__p_56260,"Strauß, Frau",1000,1000,,,,
fk__p_56261,"Straus, Geneviève, geb. Halévy",1849,1926,,,,
fk__p_56262,"Strauß, Richard ",1000,1000,,,,
fk__p_56265,"Strauß, David Friedrich",1808,1874,,,,
fk__p_56266,"Zuckerkandl, Robert",1856,1926,,,,
fk__p_56269,"Ziegler, Otto",1877,1967,,,,
fk__p_56278,"Schober, Frl. ",1000,1000,,,,
fk__p_56284,"Herrmann, Hermine",1000,1000,,,,
fk__p_56286,Hermine,1886,1000,,,,
fk__p_56287,"Herterich, Ludwig",1856,1932,,,,
fk__p_56288,"Hervay, Familie",1000,1000,,,,
fk__p_56294,"Heartfield, John",1891,1968,,,,
fk__p_56296,"May, Ferdinand",1879,1962,,,,
fk__p_56297,"Wrabetz, Anton",1876,1946,,,,
fk__p_56298,"Streit, Robert",1885,1957,,,,
fk__p_56299,"Hildebrand, Theodor",1883,1918,,,,
fk__p_56300,"Ertl, Hilde",1893,1000,,,,
fk__p_56301,"Hirsch, Karoline",1848,1931,,,,
fk__p_56303,"Hirsch, Paul",1868,1940,,,,
fk__p_56304,"Hirsch, Leo",1903,1943,,,,
fk__p_56307,"Wróbel, Włodzimierz",1884,1904,,,,
fk__p_56309,"Odelga, Ludmilla? Freifrau von",1850,1923,,,,
fk__p_56310,"Riedl-Dobenau, Herr von",1000,1000,,,,
fk__p_56311,"Lubomirska, Marya Adam Prinzessin, geb. Gräfin Zamoyska",1841,1922,,,,
fk__p_56314,Löbl-Speiser,1000,1000,,,,
fk__p_56317,"Hübner, Robert",1860,1892,,,,
fk__p_56318,"Hoffmann, Franz",1804,1882,,,,
fk__p_56319,"Hoffmann, Helene?",1880,1000,,,,
fk__p_56321,"Hofmann, Edmund",1835,1904,,,,
fk__p_56324,"Hoffmann, Ernst",1000,1000,,,,
fk__p_56325,Hofmann (Modeatelier),1000,1000,,,,
fk__p_56326,"Hoffmann, Friedrich",1660,1742,,,,
fk__p_56327,Cohn,1000,1000,,,,
fk__p_56328,Cohn ,1000,1000,,,,
fk__p_56329,"Weil, Jonas",1849,1915,,,,
fk__p_56330,"Hoppé, Mathilde",1843,1887,,,,
fk__p_56336,"Poldi, Frl.",1000,1000,,,,
fk__p_56337,"Szögyéni-Marich von Magyarszöyény und Szolgaegyház, Irma Gräfin, geb. Freiin von Geramb",1848,1926,,,,
fk__p_56338,"Jacob, Emil",1844,1912,,,,
fk__p_56340,"Jahn, Friedrich Ludwig",1778,1852,,,,
fk__p_56342,"Jacobs, Friedrich",1764,1847,,,,
fk__p_56344,"Riedel, Georg ",1000,1000,,,,
fk__p_56347,"Sternberg, August",1855,1000,,,,
fk__p_56348,"Juhász, Sári",1903,1987,,,,
fk__p_56352,"Coquelin, Jean",1865,1944,,,,
fk__p_56353,"Vogt, Friedrich",1851,1923,,,,
fk__p_56354,Koch ,1000,1000,,,,
fk__p_56355,"Koch, Hermann",1000,1000,,,,
fk__p_56356,Koch,1000,1000,,,,
fk__p_56357,Koch,1000,1000,,,,
fk__p_56361,"Fischer, Joseph C.?",1000,1000,,,,
fk__p_56362,"Fischer, Bernard",1821,1906,,,,
fk__p_56363,"Fischer, Johann Christian",1713,1762,,,,
fk__p_56364,"Fischer, Otto Philipp",1852,1932,,,,
fk__p_56365,"Bloch, Johann Gottlieb von",1000,1902,,,,
fk__p_56370,"Köhler, Max",1879,1962,,,,
fk__p_56371,"König, Franz Josef",1843,1930,,,,
fk__p_56372,"Koenig, Christian Rudolph",1832,1901,,,,
fk__p_56373,"Thöni, Hugo",1869,1934,,,,
fk__p_56374,"König, Heinrich",1886,1000,,,,
fk__p_56375,"König, Friedrich",1000,1000,,,,
fk__p_56376,"König, Artur",1878,1000,,,,
fk__p_56378,"Kainz, Margarete, geb. Nansen",1858,1950,,,,
fk__p_56379,"Kaiser, August",1850,1908,,,,
fk__p_56380,"Kaiser, Franz",1844,1935,,,,
fk__p_56381,"Kossuth von Udvard und Kossuth, Lajos",1802,1894,,,,
fk__p_56382,"K., Emil ",1000,1000,,,,
fk__p_56383,"K., G. ",1000,1000,,,,
fk__p_56384,"Kurz, Johann Ritter von",1000,1000,,,,
fk__p_56386,"St., Karl",1900,1000,,,,
fk__p_56387,"Karl, Josef",1856,1936,,,,
fk__p_56388,"Kienzl, Karl",1000,1000,,,,
fk__p_56389,"Viertel, Thomas",1925,2009,,,,
fk__p_56390,"Viertel, Johann",1919,1999,,,,
fk__p_56391,"Kienzl, Emil",1000,1000,,,,
fk__p_56392,"St., Fritz",1902,1000,,,,
fk__p_56399,"Richter, Leopoldine Friederike Karoline, geb. Mayer ",1777,1860,,,,
fk__p_56400,Karpeles,1000,1000,,,,
fk__p_56401,"Krist, Katharina, geb. Funovic",1887,1955,,,,
fk__p_56402,Katharina,1000,1000,,,,
fk__p_56403,"Krist, Margarete",1921,1000,,,,
fk__p_56404,"Katz, Otto",1895,1952,,,,
fk__p_56405,"Kauders, Emanuel",1853,1908,,,,
fk__p_56406,"Kautsky, Karl",1892,1978,,,,
fk__p_56409,"Keller, Martha",1886,1936,,,,
fk__p_56413,Kinsky ,1000,1000,,,,
fk__p_56414,"Kisch, Eduard ",1862,1000,,,,
fk__p_56415,"Kisch, Alexander",1848,1917,,,,
fk__p_56416,"Kisch, Enoch Heinrich",1841,1918,,,,
fk__p_56417,"Kleber, Rudolf",1000,1916,,,,
fk__p_56419,"Klein, Gebrüder",1000,1000,,,,
fk__p_56420,"Klinger, Heinrich",1831,1905,,,,
fk__p_56421,Klinger ,1000,1000,,,,
fk__p_56423,"Kohl, Anton ",1886,1967,,,,
fk__p_56424,Kohler ,1000,1000,,,,
fk__p_56425,"Kohler, Josef",1849,1919,,,,
fk__p_56426,"Kohn, Josef (Korrespondenz)",1000,1000,,,,
fk__p_56428,"Kohn, Frau ",1000,1000,,,,
fk__p_56429,"Kohn, der kleine (Inseratenfigur)",1000,1000,,,,
fk__p_56430,"Kohn, Theodor",1881,1000,,,,
fk__p_56431,Kohn,1000,1000,,,,
fk__p_56433,Kohn ,1000,1000,,,,
fk__p_56434,Kohn,1000,1000,,,,
fk__p_56435,"Kolisko, Rudolf",1859,1942,,,,
fk__p_56437,"Kompert, Paul",1881,1000,,,,
fk__p_56438,"Kopp, Georg von",1837,1914,,,,
fk__p_56439,"Kopp, Emil?",1894,1948,,,,
fk__p_56441,"Krafft, Otto",1885,1000,,,,
fk__p_56442,"Kraft, Amalie",1840,1866,,,,
fk__p_56445,Kramer,1000,1000,,,,
fk__p_56446,"Glöckner, Adolf",1850,1936,,,,
fk__p_56449,"Krauß, F. A. Karl",1843,1917,,,,
fk__p_56452,"Kraus, Karl",1904,1974,,,,
fk__p_56453,"Kraus, Karl",1000,1000,,,,
fk__p_56454,"Kraus, Oskar",1872,1942,,,,
fk__p_56455,"Krauß, Philipp Freiherr von",1792,1861,,,,
fk__p_56456,"Morgenstern, Frau",1000,1000,,,,
fk__p_56458,"K., Josef ",1000,1000,,,,
fk__p_56459,"K., Frau",1000,1000,,,,
fk__p_56460,K.,1000,1000,,,,
fk__p_56463,"K., Bundesrat",1000,1000,,,,
fk__p_56464,"K., Frau",1000,1000,,,,
fk__p_56466,"Krebs, Norbert",1876,1947,,,,
fk__p_56467,"Kretschmer, Otto",1849,1918,,,,
fk__p_56468,"Krug, Wilhelm Traugott",1770,1842,,,,
fk__p_56469,Krupp ,1000,1000,,,,
fk__p_56471,"Paul, Jean",1000,1000,,,,
fk__p_56472,"Paul, Jean ",1830,1889,,,,
fk__p_56473,"Kraus, Herr ",1000,1000,,,,
fk__p_56474,"Hadrawa, Antonie?",1874,1931,,,,
fk__p_56475,Abel ,1000,1000,,,,
fk__p_56477,"Abel, Othenio",1875,1946,,,,
fk__p_56478,"Breitner, Markus?",1902,1988,,,,
fk__p_56479,"Hintner, Valentin",1843,1923,,,,
fk__p_56480,Höllerhansl,1866,1935,,,,
fk__p_56483,"Hromatka, Winfried",1000,1000,,,,
fk__p_56484,"Humbert, Thérèse, geb. Daurignac",1856,1918,,,,
fk__p_56490,"Adamu, Karl",1852,1926,,,,
fk__p_56491,"Adalbert?, Prinz von Bayern",1828,1875,,,,
fk__p_56492,Albrecht Herzog von Württemberg,1865,1939,,,,
fk__p_56493,"Albrecht, Heinrich",1866,1922,,,,
fk__p_56494,"Albrecht, Hermine",1856,1929,,,,
fk__p_56498,"Andres, Johann",1887,1970,,,,
fk__p_56499,"Andrée, Melanie",1869,1000,,,,
fk__p_56500,"Anschütz, Auguste",1819,1895,,,,
fk__p_56501,"Arndt, Wilhelm",1851,1921,,,,
fk__p_56503,"Auersperg, Karl Fürst",1859,1927,,,,
fk__p_56505,"Balling, Eduard",1000,1000,,,,
fk__p_56509,"Baumann, Ludwig",1853,1936,,,,
fk__p_56510,"Berger, Hans ",1000,1000,,,,
fk__p_56513,"Christian, Perrin",1821,1889,,,,
fk__p_56516,Cohn ,1000,1000,,,,
fk__p_56517,"Conrad, Johannes",1839,1915,,,,
fk__p_56521,"Frank, Carl Moriz Edler von",1837,1916,,,,
fk__p_56522,"Frank, Felix",1876,1957,,,,
fk__p_56524,"Busson, Felix",1874,1953,,,,
fk__p_56525,"Feigl, Wilhelm",1858,1934,,,,
fk__p_56529,"Förster, Wilhelm Julius",1832,1921,,,,
fk__p_56530,Förster (Galanteriewaren),1000,1000,,,,
fk__p_56532,"Formanek, Anton",1876,1938,,,,
fk__p_56535,"Franz, Erwin Freiherr von",1876,1941,,,,
fk__p_56536,"Franz, Emil Karl Friedrich",1808,1875,,,,
fk__p_56537,Franz,1000,1000,,,,
fk__p_56538,"Franz, Onkel ",1000,1000,,,,
fk__p_56539,"Franz, Onkel",1000,1000,,,,
fk__p_56540,"Bubna-Litić, Johann Franz Graf",1876,1941,,,,
fk__p_56541,"Freund, Maximilian",1864,1911,,,,
fk__p_56542,"Freund, Arthur",1856,1913,,,,
fk__p_56543,"Frey, Erik",1908,1988,,,,
fk__p_56545,"Frey, Erich?",1892,1964,,,,
fk__p_56547,"Frey, Frau",1000,1000,,,,
fk__p_56548,"Friedländer-Malheim, Friedrich von",1825,1901,,,,
fk__p_56550,"Fuchs, Oskar",1866,1927,,,,
fk__p_56553,"Fuchs, Wilhelm?",1860,1000,,,,
fk__p_56554,"Gerhart, Maria",1890,1975,,,,
fk__p_56557,"Guttmann, Michael?",1872,1942,,,,
fk__p_56558,Guttmann,1000,1000,,,,
fk__p_56562,"Lang, Viktor Edler von",1838,1921,,,,
fk__p_56563,"Lang, Josef",1855,1925,,,,
fk__p_56565,"Langbein, Karl ",1852,1906,,,,
fk__p_56566,"Lange, Samuel Gotthold",1711,1781,,,,
fk__p_56567,"Lange, Josef",1751,1831,,,,
fk__p_56571,"Lederer, Sidonie (Serena), geb. Pulitzer",1867,1943,,,,
fk__p_56574,"Lenz, Adolf",1868,1959,,,,
fk__p_56576,"Türk, Wilhelm",1871,1916,,,,
fk__p_56577,"Liechtenstein, Henriette? Fürstin, geb. Prinzessin von und zu Liechtenstein",1843,1931,,,,
fk__p_56579,"Trebitsch-Lincoln, Ignaz",1879,1943,,,,
fk__p_56585,Alexander VI.,1431,1503,,,,
fk__p_56586,"Otto I., König von Griechenland",1815,1867,,,,
fk__p_56587,Ferdinand Maria von Bayern,1884,1958,,,,
fk__p_56588,Ferdinand,1000,1000,,,,
fk__p_56589,"Luitpold, Prinzregent von Bayern",1821,1912,,,,
fk__p_56590,Löw,1000,1000,,,,
fk__p_56591,"Löwe, Max",1855,1899,,,,
fk__p_56592,"Mühlberg, Bernhard",1000,1000,,,,
fk__p_56596,"Müller, Hans",1000,1000,,,,
fk__p_56597,"Müller, Hans",1873,1937,,,,
fk__p_56598,"Müller, Leopold",1869,1912,,,,
fk__p_56599,"Müller, Leopold Karl",1834,1892,,,,
fk__p_56600,"Müller-Hanno, Hermann",1860,1899,,,,
fk__p_56601,"Müller, Polizeikommissar",1000,1000,,,,
fk__p_56602,"Müller, Leutnant",1000,1000,,,,
fk__p_56605,"Müller, Prof.",1000,1000,,,,
fk__p_56606,"Müller, Charles",1832,1906,,,,
fk__p_56608,"Müller, Eduard",1854,1921,,,,
fk__p_56610,"Müller, Friedrich",1000,1000,,,,
