Cluster ID,id,name,birth_year,death_year
3598,fk__p_43233,"Schill, Ferdinand von",1776,1809
3599,fk__p_43234,"Wittenbauer, Ferdinand",1857,1922
3600,fk__p_43235,Ferdl,1000,1000
3601,fk__p_43236,Ferdl,1000,1000
3602,fk__p_43237,Damat Ferid Pascha,1853,1923
3603,fk__p_43239,"Ferjančič, Andreas",1848,1000
3604,fk__p_43240,"Andra, Fern",1893,1974
3605,fk__p_43242,"Vandérem, Fernand",1864,1939
3606,fk__p_43243,Ferne Prinzessin,1000,1000
3607,fk__p_43244,Fernhintreffer,1000,1000
3608,fk__p_43246,"Ferraris, Ottilie?",1000,1000
3609,fk__p_43248,Ferriovante,1000,1000
3610,fk__p_43249,"Ferstel, Heinrich Freiherr von",1828,1883
3611,fk__p_43250,"Festetics de Tolna, Tassilo",1850,1933
3612,fk__p_43253,Feuerwehrmann,1000,1000
3613,fk__p_43254,"Fey, Emil",1886,1938
3614,fk__p_43257,"Turecek, Emilie",1846,1889
3615,fk__p_43259,"Fibich, Vinzenz",1000,1000
3616,fk__p_43261,"Fichtner, Carl",1805,1873
3617,fk__p_43263,Phidias,1000,1000
3618,fk__p_43264,"Fiedler, Franz",1858,1925
3619,fk__p_43265,"Fieger, August",1864,1928
3620,fk__p_43272,Philanthropin,1000,1000
3621,fk__p_43275,"Filipinský, Jan",1859,1936
3622,fk__p_43277,"Bösbauer, Philipp",1000,1000
3623,fk__p_43278,"Eppel, Philipp",1869,1938
3624,fk__p_43280,"Eulenburg-Hertefeld, Philipp Fürst zu",1847,1921
39,fk__p_43283,"Haas-Teichen, Philipp Freiherr von",1859,1926
3625,fk__p_43284,"Halsmann, Philipp",1906,1979
3626,fk__p_43285,"Philipp II., König von Spanien",1527,1598
3627,fk__p_43286,"Kaufmann, Philipp",1802,1846
3628,fk__p_43287,"L., Philipp",1000,1000
3629,fk__p_43288,"Langmann, Philipp",1862,1931
3630,fk__p_43289,"Pollak, Philipp",1860,1934
3631,fk__p_43291,"Rath, Philipp",1000,1000
3632,fk__p_43292,"Reclam, Philipp (Verlag)",1000,1000
3633,fk__p_43293,"Röder, Philipp",1830,1905
3634,fk__p_43297,"Philipp II., König von Mazedonien",1000,336
3635,fk__p_43299,"Berthelot, Philippe",1866,1934
3636,fk__p_43302,"Lippi, Filippo",1406,1469
3637,fk__p_43304,"Philippus Neri, Hl.",1515,1595
3638,fk__p_43305,"Fillmore, Millard",1800,1874
3639,fk__p_43306,Philo,1000,50
3640,fk__p_43307,Philomena,1871,1000
3641,fk__p_43308,"L., Philomena",1000,1000
3642,fk__p_43309,Philosoph,1000,1000
3643,fk__p_43310,"Filzi, Fabio",1884,1916
3644,fk__p_43312,"Findling, Moriz",1867,1000
3645,fk__p_43313,Finerl,1000,1000
3646,fk__p_43318,"Firmian, Leopold Anton Graf",1679,1744
3647,fk__p_43319,Fiscalist,1000,1000
3648,fk__p_43320,Fisch,1000,1000
3649,fk__p_43321,"Fischer, Richard",1855,1926
3650,fk__p_43322,"Fischer von Erlach, Johann Bernhard",1656,1723
3651,fk__p_43323,"Fischera, Adolf",1888,1938
3652,fk__p_43324,"Fischer-Frey, Johanna",1867,1907
3653,fk__p_43328,"Fischhof, Julius",1823,1887
3654,fk__p_43329,"Fischl, Frl.",1000,1000
3655,fk__p_43331,"Fißlthaler, Karl",1864,1921
3656,fk__p_43332,"Fitschew, Iwan Iwanow",1860,1931
3657,fk__p_43333,"Fitzmaurice, James",1898,1965
3658,fk__p_43336,"Fjaestad, Gustaf Adolf",1868,1948
3659,fk__p_43339,"Flake, Otto",1880,1963
3660,fk__p_43340,"Flamm, Theodor",1822,1902
3661,fk__p_43341,"Flammarion, Nicolas Camille",1842,1925
3662,fk__p_43344,Fledermaus,1000,1000
3663,fk__p_43345,"Fleischanderl, Fritz?",1881,1000
3664,fk__p_43346,Fleischhacker,1000,1000
3665,fk__p_43347,Fleischhauer,1000,1000
3666,fk__p_43348,"Fleischl, Philipp?",1835,1917
3667,fk__p_43349,"Fleischmann, Mr.",1000,1000
3668,fk__p_43350,"Fleischner, Josef",1873,1943
3669,fk__p_43353,"Fletcher, Frank",1870,1954
3670,fk__p_43355,"Fleuron, Frieda",1000,1000
3671,fk__p_43356,"Fleury, André-Hercule Cardinal de",1653,1743
3672,fk__p_43357,"Fließ, Wilhelm",1858,1928
3673,fk__p_43358,"Flink, Hugo",1879,1947
3674,fk__p_43359,Flocki (Hund),1000,1000
3675,fk__p_43360,"Dub, Flora",1850,1931
129,fk__p_43361,"Kalbeck, Florentine (Flore)",1882,1948
3676,fk__p_43362,"Kohn, Flora",1000,1000
3677,fk__p_43363,"Flotow, Friedrich Ferdinand Adolf Freiherr von",1812,1883
3678,fk__p_43364,Flügelradler,1000,1000
3679,fk__p_43366,"Foch, Ferdinand",1851,1929
3680,fk__p_43367,"Focillon, Henri",1881,1943
3681,fk__p_43368,"Fodor, Lászlo (Ladislaus)",1898,1978
3682,fk__p_43370,"Fogazzaro, Antonio",1842,1911
3683,fk__p_43371,"Folnesics, Josef",1850,1914
3684,fk__p_43372,"Foltermayer, Edmund",1878,1963
3685,fk__p_43373,"Foltin, Arthur",1864,1936
3686,fk__p_43376,"Fontelive-Vergue, Marie von",1842,1879
3687,fk__p_43378,"Oppenheimer, Friedrich",1886,1960
3688,fk__p_43379,"Foppa, Hermann",1882,1959
3689,fk__p_43380,"Foral, Hugo",1878,1960
3690,fk__p_43387,"Formánek, Karl?",1000,1000
3691,fk__p_43388,Forscher,1000,1000
3692,fk__p_43390,"Förster, Ellen",1866,1921
3693,fk__p_43391,"Förster, Friedrich Wilhelm",1869,1966
3694,fk__p_43393,"Forstner, August",1876,1941
3695,fk__p_43397,"Foß, Max ",1850,1939
3696,fk__p_43399,Fournier,1000,1000
3697,fk__p_43405,"Hofer, Fridolin",1861,1940
3698,fk__p_43407,"Kierschner, Franz",1833,1931
3699,fk__p_43408,"L., Fr.",1000,1000
3700,fk__p_43409,"Pulec, František",1887,1951
3701,fk__p_43410,"W., Fr.",1000,1000
3702,fk__p_43413,"Wilhelm, Franz",1000,1000
3703,fk__p_43415,"Fragonard, Jean Honoré",1732,1806
3704,fk__p_43419,"Miomandre, Francis de",1880,1959
3705,fk__p_43420,"Bitterlich, Francisca",1000,1000
3706,fk__p_43421,"Sarcey, Francisque",1827,1899
3707,fk__p_43422,"Franco, Bahamonde Francisco",1892,1975
3708,fk__p_43423,"Coppée, François",1842,1908
3709,fk__p_43424,"Curel, François de",1854,1928
3710,fk__p_43426,"Rabelais, François",1494,1553
3711,fk__p_43427,"François-Poncet, André",1887,1978
3712,fk__p_43428,"Frangia, Anton",1856,1917
3713,fk__p_43430,"Heller, Frank",1886,1947
3714,fk__p_43431,"Highman, Frank",1897,1960
3715,fk__p_43432,"Vanderlip, Frank Arthur",1864,1937
3716,fk__p_43433,"Wedekind, Frank",1864,1918
3717,fk__p_43434,"Franke, Julius sen.",1831,1917
3718,fk__p_43435,"Franke, Julius jun.",1868,1946
3719,fk__p_43438,"Frankenthal, Bernhard",1000,1000
3720,fk__p_43443,"Langer, František",1888,1965
3721,fk__p_43445,"Masereel, Franz",1889,1972
3722,fk__p_43447,Franz,1000,1000
3723,fk__p_43448,"Abster, Franz",1000,1000
3724,fk__p_43449,"Beyerlein, Franz Adam",1871,1949
3725,fk__p_43450,"Adamus, Franz",1867,1948
3726,fk__p_43453,"Arzdorf, Franz",1904,1974
3727,fk__p_43454,"Baumgartner, Franz",1000,1000
3728,fk__p_43455,"Bayer, Franz",1900,1000
3729,fk__p_43458,"Bolzer, Franz",1880,1939
3730,fk__p_43460,"Charvat, Franz",1000,1000
3731,fk__p_43461,"Christophe, Franz",1875,1946
3732,fk__p_43462,"Chrumal, Franz",1887,1000
3733,fk__p_43463,"Dandl, Franz",1000,1000
3734,fk__p_43464,"Davidovics, Franz",1000,1000
3735,fk__p_43465,"Dülberg, Franz",1873,1934
3736,fk__p_43466,"Edlawy, Franz",1000,1000
3737,fk__p_43467,"Eißerer, Franz",1000,1916
3738,fk__p_43469,"Ertl, Franz",1875,1934
3739,fk__p_43470,"Exner, Franz-Serafin",1849,1926
130,fk__p_43472,Franz Ferdinand von Este,1863,1914
131,fk__p_43475,"Schönaich, Franz Freiherr von",1844,1916
3740,fk__p_43476,"Haymerle, Heinrich Franz Josef Freiherr von",1874,1917
3741,fk__p_43477,"G., Franz",1000,1000
3742,fk__p_43478,"Gaul, Franz",1837,1906
3743,fk__p_43479,"Glück, Franz",1899,1981
3744,fk__p_43481,"Grill, Franz",1899,1971
3745,fk__p_43482,"Grillparzer, Franz",1791,1872
3746,fk__p_43484,"Grüner, Franz",1887,1917
3747,fk__p_43487,"Haarhofer, Franz",1888,1955
3748,fk__p_43489,"Hanfstaengel, Franz Seraph",1804,1877
3749,fk__p_43490,"Hardtmuth, Franz",1853,1909
3750,fk__p_43491,"Mautner, Franz Heinrich",1902,1995
3751,fk__p_43492,"Herczeg, Franz",1863,1954
3752,fk__p_43493,"Herterich, Franz",1877,1966
3753,fk__p_43495,"Höbling, Franz",1886,1965
3754,fk__p_43497,"Hohenlohe-Waldenburg-Schillingfürst, Friedrich Franz",1879,1958
3755,fk__p_43499,"Hollinger, Franz",1000,1000
3756,fk__p_43500,"Holoch, Franz",1000,1000
3757,fk__p_43501,"Hotko, Franz",1000,1000
3758,fk__p_43502,"Housowitz, Franz",1000,1000
3759,fk__p_43503,"Huber, Franz",1896,1989
3760,fk__p_43504,"Hunger, Franz",1855,1919
132,fk__p_43506,"Franz I., Kaiser",1768,1835
3761,fk__p_43508,"Jansa, Franz",1000,1000
3762,fk__p_43509,"Jauner, Franz Ritter von",1831,1900
3763,fk__p_43511,"Cramer, Franz Josef",1000,1000
133,fk__p_43514,"Franz Joseph I., Kaiser",1830,1916
3764,fk__p_43516,"Ginzkey, Franz Karl",1871,1963
3765,fk__p_43518,"Klaus, Franz",1845,1907
3766,fk__p_43519,"Klein, Franz",1854,1926
3767,fk__p_43520,"Kletzander, Franz",1862,1942
3768,fk__p_43521,"Kobler, Franz",1882,1965
3769,fk__p_43523,"Koci, Franz",1874,1942
3770,fk__p_43524,"Kopallik, Franz",1860,1931
3771,fk__p_43525,"Kossuth von Udvard und Kossuth, Franz",1841,1914
3772,fk__p_43526,"Kranewitter, Franz",1860,1938
3773,fk__p_43527,"Kratochwil, Franz",1864,1000
3774,fk__p_43528,"Kreisel, Franz",1853,1000
3775,fk__p_43529,"Kropf, Franz",1000,1899
3776,fk__p_43530,"Lehár, Franz",1870,1948
3777,fk__p_43532,"Leschnitzer, Franz",1905,1967
134,fk__p_43534,"Liszt, Franz von",1811,1886
3778,fk__p_43536,"Löwy, Franz",1883,1000
3779,fk__p_43537,"Luze, Franz",1900,1989
3780,fk__p_43538,"M., Franz",1894,1000
3781,fk__p_43539,"Maier, Franz",1000,1000
3782,fk__p_43540,"Mair, Franz",1821,1893
3783,fk__p_43541,"Mairecker, Franz",1879,1950
3784,fk__p_43542,"Massarek, Franz ",1902,1000
3785,fk__p_43543,"Mehring, Franz",1846,1919
3786,fk__p_43545,"Michaelis, Franz",1000,1000
3787,fk__p_43546,"Mittler, Franz",1893,1970
3788,fk__p_43547,"Molnár, Franz",1878,1952
3789,fk__p_43549,"Opletal, Franz",1000,1000
3790,fk__p_43551,"Orator, Franz",1881,1970
3791,fk__p_43552,"Pehm, Franz",1840,1903
3792,fk__p_43553,"Pfemfert, Franz",1879,1954
3793,fk__p_43554,"Pramer, Franz",1000,1000
3794,fk__p_43555,"R., Franz",1000,1000
3795,fk__p_43556,"Regenhart-Zapory, Franz Jakob Ritter von",1831,1918
3796,fk__p_43557,"Richter, Franz",1849,1922
3797,fk__p_43559,"Stejskal, Franz Ritter von",1829,1898
3798,fk__p_43560,"Rosenzweig, Franz",1886,1929
3799,fk__p_43561,"Rodeneder, Franz",1888,1000
3800,fk__p_43562,"Ruß, Franz",1844,1906
3801,fk__p_43563,"Salmhofer, Franz",1900,1975
3802,fk__p_43564,"Sanladerer, Franz",1000,1000
3803,fk__p_43565,"Schalk, Franz",1863,1931
3804,fk__p_43566,"Scheuer, Franz",1895,1969
3805,fk__p_43567,"Schiller, Franz",1000,1000
3806,fk__p_43568,"Schmeykal, Franz",1826,1894
3807,fk__p_43570,"Schneider, Franz",1857,1921
3808,fk__p_43571,"Schneiderhan, Franz",1863,1938
3809,fk__p_43572,"Schober, Franz",1798,1882
3810,fk__p_43573,"Schreker, Franz",1878,1934
3811,fk__p_43575,"Schüch, Franz",1881,1958
3812,fk__p_43576,"Schuhmeier, Franz",1864,1913
3813,fk__p_43577,"Schuster, Franz",1885,1928
3814,fk__p_43578,"Schwanzer, Franz",1880,1971
3815,fk__p_43579,"Sentenčik, František",1879,1903
135,fk__p_43580,"Servaes, Franz Theodor Hubert",1862,1947
3816,fk__p_43581,"Sikora, Johann",1831,1904
3817,fk__p_43582,"Stelzhamer, Franz",1802,1874
3818,fk__p_43583,"Strobach, Josef",1852,1905
3819,fk__p_43584,"Csokor, Franz Theodor",1885,1969
3820,fk__p_43587,"Turke, Franz",1000,1000
3821,fk__p_43589,"Hervay-Kirchberg, Franz von",1870,1904
3822,fk__p_43591,"Lenbach, Franz von",1836,1904
3823,fk__p_43593,"Schönthan-Pernwald, Franz von",1849,1913
3824,fk__p_43594,"Suppé, Franz von",1819,1895
3825,fk__p_43595,"Wagner, Franz",1000,1000
3826,fk__p_43596,"Wallner, Franz",1849,1925
3827,fk__p_43598,"Wecksberg, Franz",1000,1938
3828,fk__p_43600,"Wiedl, Franz",1863,1917
3829,fk__p_43601,"Wltschek, Franz",1000,1000
3830,fk__p_43602,"Wögerer, Franz",1000,1000
3831,fk__p_43603,"Woinar, Franz",1879,1965
3832,fk__p_43604,"Wolff, Franz",1858,1926
3833,fk__p_43605,"Kaindl, Franz Xaver",1000,1000
3834,fk__p_43607,"Kraus, Franz Xaver",1840,1901
3835,fk__p_43608,"Zelezny, Franz",1866,1932
3836,fk__p_43612,"Fronner, Franziska",1899,1940
3837,fk__p_43614,"Braumüller, Franziska",1000,1000
3838,fk__p_43615,"Klein, Franziska, geb. Braun",1869,1000
3839,fk__p_43616,"N., Franziska",1887,1000
3840,fk__p_43619,Franzl,1000,1000
3841,fk__p_43620,Französin,1000,1000
3842,fk__p_43621,Frater Nosocomialis,1000,1000
3843,fk__p_43624,"Zaschka, Emilie (Milly)",1000,1975
3844,fk__p_43625,"Frauendorfer, Marie",1868,1941
3845,fk__p_43626,"Fraungruber, Hans",1863,1933
3846,fk__p_43627,Frauenrechtler,1000,1000
3847,fk__p_43628,"Frauenstädt, Julius",1813,1879
3848,fk__p_43629,"Bland, Elsa",1880,1935
3849,fk__p_43630,Fräulein Luna,1000,1000
3850,fk__p_43631,Fraumelin,1000,1000
3851,fk__p_43632,"Frauscher, Moritz",1859,1916
3852,fk__p_43635,Fred,1000,1000
3853,fk__p_43636,"Ellern, Fred",1891,1000
3854,fk__p_43639,"Penfield, Frederic Courtland",1855,1922
3855,fk__p_43640,Fregatten-Kapitän,1000,1000
3856,fk__p_43641,"Fregoli, Leopoldo",1867,1936
3857,fk__p_43643,Freidenker,1000,1000
3858,fk__p_43647,"Hardt-Stummer de Tavarnok, Albert Freiherr von",1854,1905
3859,fk__p_43648,"Heinold-Udynski, Carl Freiherr von",1862,1943
3860,fk__p_43649,"Königswarter, Hermann Freiherr von",1864,1915
3861,fk__p_43652,"Hammer-Purgstall, Joseph Freiher von",1774,1856
38,fk__p_43657,"B., Freiherr von",1000,1000
136,fk__p_43660,"Bezecný, Josef Freiherr von",1829,1904
3862,fk__p_43665,"Braun, Peter Freiherr von",1764,1819
3863,fk__p_43670,"Engel-Mainfelden, August Freiherr von ",1855,1941
38,fk__p_43671,"G., Freiherr von",1000,1000
3864,fk__p_43672,"Gautsch-Frankenthurn, Paul Freiherr von ",1851,1918
3865,fk__p_43673,"Georgi, Friedrich Robert Freiherr von",1852,1926
3866,fk__p_43675,"Gorup-Besánez, Ferdinand Johann Freiherr von",1855,1928
3867,fk__p_43680,"Krieghammer, Edmund Freiherr von",1831,1906
3868,fk__p_43682,"Lemayer, Karl Freiherr von",1841,1906
3869,fk__p_43684,"Lyncker, Moriz Freiherr von",1853,1932
3870,fk__p_43686,"Pflanzer-Baltin, Karl Freiherr von",1855,1925
3871,fk__p_43689,"Schlicht, Freiherr von",1867,1926
3872,fk__p_43690,"Schwegel, Joseph Freiherr von",1836,1914
3873,fk__p_43691,"Sommaruga, Guido? Freiherr von",1872,1961
3874,fk__p_43694,"Thierry, Adolf Freiherr von",1803,1867
3875,fk__p_43696,"Walterskirchen, Franz Xaver Wilhelm Graf und Edler Herr von, Freiherr von Wolfsthal",1862,1933
3876,fk__p_43698,"Kalchegger-Kalchberg, Viktor Freiherr von ",1843,1000
3877,fk__p_43700,"Arz-Straußenburg, Arthur Freiherr von ",1857,1935
3878,fk__p_43701,"Nádherný von Borutin, Karl, Frhr.",1885,1931
3879,fk__p_43704,"Pereira-Arnstein, Ludwig Otto Freiherr von",1851,1910
3880,fk__p_43715,"Czecz-Lindenwald, Herman Artur Freiherr von",1854,1904
3881,fk__p_43717,"Dingelstedt, Franz Freiherr von",1814,1881
3882,fk__p_43719,"Grotthus, Jeannot Emil Freiherr von",1865,1920
3883,fk__p_43725,"Stein auf Kochberg, Gottlob Ernst Josias Friedrich Freiherr ",1735,1793
3884,fk__p_43730,"Zedlitz, Josef Christian Freiherr von",1790,1862
3885,fk__p_43731,"Nádherný von Borutin, Sidonie (Sidie) Freiin",1885,1950
3886,fk__p_43732,"Schönaich, Mathilde Freiin von, geb. Gall",1844,1924
3887,fk__p_43733,"Freiligrath, Ferdinand",1810,1876
3888,fk__p_43734,"Freising, Amint",1826,1905
3889,fk__p_43735,"Freist, Josef",1865,1931
3890,fk__p_43737,"Freksa, Friedrich",1882,1955
3891,fk__p_43738,Fremder,1000,1000
3892,fk__p_43739,"Fremiet, Emmanuel",1824,1910
3893,fk__p_43742,"Fresl, Vaclav",1868,1915
3894,fk__p_43744,Freudenthal,1000,1000
3895,fk__p_43745,Freund,1000,1000
3896,fk__p_43747,Freund der Bildung,1000,1000
3897,fk__p_43748,Freund der F.,1000,1000
3898,fk__p_43749,Freund des Nackten,1000,1000
3899,fk__p_43751,Freunde,1000,1000
3900,fk__p_43752,"Freundlich, Leo Alexander",1875,1954
3901,fk__p_43753,Freundlicher Leser,1000,1000
3902,fk__p_43755,"Frey, Philipp",1873,1920
3903,fk__p_43756,"Freycinet, Charles Louis de Saulces",1828,1923
3904,fk__p_43757,"Freystaetter, Martin",1857,1000
3905,fk__p_43760,"Freytag-Loringhofen, Hugo von",1855,1924
3906,fk__p_43761,"Habermann, Hugo Freiherr von",1849,1929
3907,fk__p_43762,"Friant, Louis Graf",1758,1829
3908,fk__p_43765,"Strindberg, Frida, geb. Uhl",1872,1943
3909,fk__p_43767,"Fries, Jakob Friedrich",1733,1843
3910,fk__p_43768,"Fried, Arthur",1873,1000
3911,fk__p_43770,"Aschmann, Frida",1867,1936
3912,fk__p_43771,"Falter, Friederike, geb. Wottitz",1882,1000
3913,fk__p_43773,"Gerner, Frieda, geb. Roeder",1892,1958
3914,fk__p_43776,"Schanz, Frieda",1859,1944
3915,fk__p_43777,"Schrötter-Kristelli, Frieda von",1875,1940
3916,fk__p_43778,"Wacha, Friederike",1891,1954
3917,fk__p_43785,Friedensfreund,1000,1000
3918,fk__p_43787,"Kempner, Friederike",1828,1904
3919,fk__p_43788,"Friederike Sophie Marie Henriette, Prinzessin von Hannover",1848,1926
3920,fk__p_43791,"Friedetzky, Daniel? ",1867,1000
3921,fk__p_43792,Friedi,1000,1000
3922,fk__p_43796,"Haerlin, Frieda Meta Emma",1901,1981
3923,fk__p_43798,"Schreyvogl, Friedrich",1899,1976
3924,fk__p_43800,"Friedland, Ferdinand",1000,1000
3925,fk__p_43803,"Friedmann, Desider?",1880,1944
3926,fk__p_43805,"W., Friedr. G.",1000,1000
123,fk__p_43807,"Krauß, Friedrich Salomon",1859,1938
3927,fk__p_43810,"Austerlitz, Friedrich",1862,1931
3928,fk__p_43811,Friedrich I. Barbarossa,1122,1190
3929,fk__p_43812,"Beck, Friedrich",1873,1921
3930,fk__p_43813,"Benz, Friedrich",1878,1914
3931,fk__p_43814,"Braun, Friedrich",1872,1918
139,fk__p_43818,"Friedrich II., der Große, König von Preußen",1712,1786
3932,fk__p_43820,"Domin, Friedrich",1902,1961
3933,fk__p_43821,"Eckstein, Friedrich",1861,1939
3934,fk__p_43822,"Engels, Friedrich",1820,1895
3935,fk__p_43823,"F., Friedrich",1000,1000
3936,fk__p_43824,"d’Elvert, Friedrich Freiherr",1811,1901
52,fk__p_43825,"Schey-Koromla, Friedrich Freiherr von",1887,1961
3937,fk__p_43828,"Gnaas, Friedrich",1892,1958
3938,fk__p_43829,"Klopstock, Friedrich Gottlieb",1724,1803
3939,fk__p_43830,"Grosse, Friedrich",1869,1931
3940,fk__p_43831,"Gundolf, Friedrich",1880,1931
3941,fk__p_43832,"Triesch, Friedrich Gustav",1845,1907
3942,fk__p_43833,"Haase, Friedrich",1825,1911
3943,fk__p_43834,"Halm, Friedrich",1806,1871
3944,fk__p_43835,"Hebbel, Friedrich",1813,1863
3945,fk__p_43836,"Hofmann, Friedrich",1849,1931
3946,fk__p_43837,"Hölderlin, Friedrich",1770,1843
3947,fk__p_43838,"Hollaender, Friedrich",1896,1976
3948,fk__p_43839,"Holler, Friedrich",1000,1000
3949,fk__p_43840,"Hopp, Friedrich Ernst",1789,1869
3950,fk__p_43841,"Hussong, Friedrich",1878,1943
3951,fk__p_43842,Friedrich II. von Hohenstaufen,1194,1250
3952,fk__p_43843,"Irrgang, Friedrich",1817,1000
3953,fk__p_43844,"Kayßler, Friedrich",1874,1945
3954,fk__p_43846,"Kornblüh, Friedrich",1845,1000
3955,fk__p_43847,"Krupp, Friedrich Alfred",1854,1902
3956,fk__p_43849,"Benndorf, Friedrich Kurt",1871,1945
3957,fk__p_43850,"Werner, Friedrich Ludwig Zacharias",1768,1823
3958,fk__p_43851,"Reifferscheidt, Friedrich M.",1900,1957
3959,fk__p_43852,"Mitterwurzer, Friedrich",1844,1897
3960,fk__p_43853,"Müller, Friedrich",1878,1000
3961,fk__p_43855,"Nietzsche, Friedrich",1844,1900
3962,fk__p_43856,"Paulsen, Friedrich",1846,1908
3963,fk__p_43858,"Hennig, Friedrich Ritter von",1870,1918
3964,fk__p_43859,"Kubinzky, Friedrich Ritter von",1814,1888
3965,fk__p_43860,"Leitenberger, Friedrich Ritter von",1837,1899
3966,fk__p_43861,"Rochlitz, Johann Friedrich",1769,1842
3967,fk__p_43864,"Schlögl, Friedrich Kilian",1821,1892
3968,fk__p_43865,"Schob, Friedrich",1888,1000
140,fk__p_43866,"Schütz, Friedrich",1844,1908
3969,fk__p_43867,"Steinmann, Friedrich Arnold",1801,1875
3970,fk__p_43868,"Stern, Friedrich",1848,1921
3971,fk__p_43869,"Strampfer, Friedrich",1823,1890
3972,fk__p_43870,"Vischer, Friedrich Theodor",1807,1887
3973,fk__p_43871,"Thimme, Friedrich",1868,1938
3974,fk__p_43872,"Uhl, Friedrich",1825,1906
3975,fk__p_43873,"Gagern, Friedrich Freiherr von",1882,1947
3976,fk__p_43874,"Hagedorn, Friedrich von",1708,1754
3977,fk__p_43876,"Schiller, Friedrich von",1759,1805
3978,fk__p_43877,"Schlegel, Friedrich von",1772,1829
3979,fk__p_43878,"Oestéren, Friedrich Werner van",1874,1953
3980,fk__p_43880,"Friedrich Wilhelm von Preußen, der große Kurfürst",1620,1688
141,fk__p_43881,Friedrich Wilhelm I. von Preußen,1688,1740
3981,fk__p_43884,Friedrich Wilhelm III. von Preußen,1770,1840
3982,fk__p_43885,Friedrich Wilhelm IV. von Preußen,1795,1861
3983,fk__p_43886,"Riemer, Friedrich Wilhelm",1774,1845
3984,fk__p_43887,"Wittmann, Carl Friedrich",1839,1903
142,fk__p_43889,"Friese, Carl Adolf",1831,1900
3985,fk__p_43892,"Fricke, Julius",1000,1000
3986,fk__p_43893,"Frimberger, Johann Georg",1851,1919
3987,fk__p_43895,"Frinke, Rudolf",1844,1895
3988,fk__p_43900,Friseur,1000,1000
3989,fk__p_43901,"Nansen, Fridtjof",1861,1930
3990,fk__p_43903,Fritz,1000,1000
3991,fk__p_43904,"Antal, Fritz Georg",1887,1000
3992,fk__p_43907,"Berlitzer, Fritz",1000,1000
3993,fk__p_43908,"Brestan, Friedrich",1893,1952
3994,fk__p_43909,"Brügel, Fritz",1897,1955
3995,fk__p_43910,"Brukner, Fritz",1881,1944
3996,fk__p_43911,"Brunner, Fritz",1890,1958
3997,fk__p_43913,"Ebert, Friedrich",1871,1925
3998,fk__p_43914,"Eder, Fritz",1898,1952
3999,fk__p_43915,"Eck, Fritz",1000,1000
4000,fk__p_43916,"Engel, Fritz ",1867,1935
4001,fk__p_43918,"Freund, Fritz",1879,1950
4002,fk__p_43919,"Friedländer, Fritz von",1858,1917
4003,fk__p_43920,"Friedmann, Fritz",1000,1000
4004,fk__p_43921,"Gross, Fritz",1897,1946
4005,fk__p_43923,"Grünspach, Fritz",1874,1924
4006,fk__p_43924,"Hampel, Fritz Oskar",1895,1932
4007,fk__p_43925,"Hänlein, Friedrich Johann",1864,1946
4008,fk__p_43926,"Heymann, Fritz",1897,1943
4009,fk__p_43927,"Horak, Friedrich",1883,1948
4010,fk__p_43929,"K., Fritz ",1000,1000
4011,fk__p_43930,"Klaudius, Fritz",1000,1000
4012,fk__p_43931,"König, Fritz",1877,1936
4013,fk__p_43932,"Kortner, Fritz",1892,1970
4014,fk__p_43933,"Krastel, Fritz",1839,1908
4015,fk__p_43934,"Kreuzig, Friedrich Peter",1890,1958
4016,fk__p_43935,"Lederer, Fritz",1899,1972
4017,fk__p_43936,"Mahler, Fritz",1901,1973
4018,fk__p_43937,"Mauthner, Fritz",1849,1923
4019,fk__p_43939,"Odemar, Fritz",1890,1955
4020,fk__p_43941,"Reiner, Fritz",1888,1963
4021,fk__p_43942,"Reuter, Fritz",1810,1874
4022,fk__p_43943,"Roth, Friedrich",1884,1000
4023,fk__p_43945,"Ruk, Fritz",1000,1000
4024,fk__p_43946,"Sattig, Fritz",1000,1000
4025,fk__p_43947,"Schönpflug, Fritz",1873,1951
4026,fk__p_43948,"Schrecker, Fritz ",1892,1976
143,fk__p_43949,"Schrödter, Fritz Ernst Richard",1855,1924
4027,fk__p_43950,"Schultze, Fritz",1846,1908
4028,fk__p_43951,"Sommerlad, Fritz",1000,1000
4029,fk__p_43952,"Spira, Fritz",1879,1943
4030,fk__p_43953,"Stahl, Fritz",1864,1928
4031,fk__p_43956,"Straßni, Fritz",1868,1942
4032,fk__p_43958,"Thyssen, Fritz",1873,1951
4033,fk__p_43959,"Unger, Fritz",1000,1000
4034,fk__p_43960,"Farenheid-Beynuhnen, Fritz von",1815,1888
4035,fk__p_43961,"Pollack-Parnegg, Friedrich von",1871,1930
4036,fk__p_43962,"Unruh, Fritz von",1885,1970
4037,fk__p_43963,"Walter, Friedrich (Fritz)",1902,1989
4038,fk__p_43964,"Weissel, Friedrich August",1884,1960
144,fk__p_43965,"Werner, Fritz",1871,1940
4039,fk__p_43966,"Widhalm-Windegg, Friedrich Heinrich",1901,1990
4040,fk__p_43967,"Wittels, Fritz",1880,1950
4041,fk__p_43968,"Zweig, Fritz",1893,1984
4042,fk__p_43971,"Margulies, Fritzi",1000,1000
4043,fk__p_43972,"Massary, Fritzi",1882,1969
4044,fk__p_43973,"Pollak, Friederike (Fritzi)",1876,1000
4045,fk__p_43974,"Ulreich, Fritzi, geb. von Müller-Königsbrück",1865,1936
4046,fk__p_43975,Fritzi-Spritzi,1000,1000
