Cluster ID,id,name,birth_year,death_year
13250,fk__p_38002,"Suzzara, Alexander Ritter von",1846,1905
13251,fk__p_38009,"Schindler, Alexander Julius",1818,1885
13252,fk__p_38025,"F., Alexis",1000,1000
13253,fk__p_38032,"Huber, Alfons",1834,1898
13254,fk__p_38041,"Alfons XIII., König von Spanien",1886,1941
13255,fk__p_38047,"H., Alfred A. von",1892,1000
13256,fk__p_38087,"Lindheim, Alfred Ritter von",1836,1913
13257,fk__p_38091,"Starzyński-Schlepovron, Alfred Ritter von",1872,1918
13258,fk__p_38097,"Türkel, Alfred",1879,1966
13259,fk__p_38101,"Mensi-Klarbach, Alfred Freiherr von",1854,1933
13260,fk__p_38111,"Schalek, Alice",1874,1956
13261,fk__p_38125,"Allers, Christian Wilhelm",1857,1915
13262,fk__p_38132,"Seidler, Alma",1899,1977
13263,fk__p_38140,"Obrist, Aloys",1867,1910
13264,fk__p_38197,"Amry, Karl",1886,1950
13265,fk__p_38213,"Ander, Alois ",1817,1864
13266,fk__p_38225,"Lorde, André de",1869,1942
13267,fk__p_38227,"Kiemelmann, André",1000,1000
13268,fk__p_38259,Angelus Silesius,1624,1677
13269,fk__p_38263,Angewiderter Leser,1000,1000
13270,fk__p_38267,"Radloff, Anita",1000,1000
13271,fk__p_38275,"Csillág, Anna",1000,1000
13272,fk__p_38294,"Pum, Anna Rosa",1915,1923
13273,fk__p_38300,"Stummer, Anna",1843,1925
13274,fk__p_38305,"Wurm, Anna",1000,1000
13275,fk__p_38311,"Eckhardt, Harriet Ann",1000,1911
13276,fk__p_38314,"Meißl, Anna",1875,1949
13277,fk__p_38334,"Bettelheim, Anton",1851,1930
13278,fk__p_38353,"Kuh, Anton",1890,1941
13279,fk__p_38361,"Proksch, Anton",1000,1000
13280,fk__p_38363,"Rziha, Anton",1000,1000
13281,fk__p_38368,"St., Anton",1000,1000
13282,fk__p_38376,"Wenger, Anton",1000,1000
13283,fk__p_38392,"Salieri, Antonio",1750,1825
13284,fk__p_38414,"Arco von Valley, Anton Graf",1897,1945
13285,fk__p_38422,"Ariosto, Lodovico",1474,1533
13286,fk__p_38424,"Maillol, Aristide",1861,1944
209,fk__p_38430,"Arlt, Ferdinand Ritter von",1812,1887
13287,fk__p_38443,"Walden, Arno von",1882,1947
13288,fk__p_38448,"Golz, Arnold",1866,1942
13289,fk__p_38450,"Rosé, Arnold",1863,1946
13290,fk__p_38480,"Hetz, Arthur",1881,1000
13291,fk__p_38483,"Holz, Arthur",1876,1000
13292,fk__p_38488,"Kl., Arthur",1000,1000
13293,fk__p_38496,"Pserhofer, Arthur",1873,1907
13294,fk__p_38504,"Silbergleit, Arthur",1881,1944
13295,fk__p_38508,"Strasser, Artur",1854,1927
13296,fk__p_38515,"Zickler, Artur",1897,1000
13297,fk__p_38519,"Arzmüller, Leopold",1889,1954
13298,fk__p_38527,Aškerc,1000,1899
13299,fk__p_38543,Auch ein Freund der ‚N. Fr. Pr.‘,1000,1000
13300,fk__p_38555,"Auffenberg-Komarow, Moritz Freiherr von",1852,1928
13301,fk__p_38570,"Holter, August Heinz",1878,1921
13302,fk__p_38577,"Schlözer, August Ludwig von",1735,1809
13303,fk__p_38593,"K., Auguste",1000,1000
13304,fk__p_38595,Augustin,1000,1000
13305,fk__p_38603,"Rybička, Aurelia",1859,1935
13306,fk__p_38627,"Axmann, Julius",1858,1929
13307,fk__p_38632,"Blau, Bruno",1881,1954
13308,fk__p_38652,"Allram, Babette",1749,1872
13309,fk__p_38676,"Bak, Philipp",1854,1918
13310,fk__p_38682,"Balajthy, Robert von",1855,1924
13311,fk__p_38685,Balletonkel,1000,1000
13312,fk__p_38689,Balakoff,1000,1000
13313,fk__p_38713,"Barbi, Alice",1862,1948
13314,fk__p_38732,"Aehrenthal, Franz Freiherr von",1861,1000
13315,fk__p_38742,"Banhans, Karl Freiherr von",1861,1942
13316,fk__p_38769,"Erb-Rudtorffer, Ferdinand Freiherr von ",1833,1898
13317,fk__p_38811,"Kraus, Alfred Freiherr von",1824,1909
13318,fk__p_38830,"Rumerskirch, Karl Wenzl Freiherr von",1867,1947
13319,fk__p_38835,"Schwarz-Senborn, Wilhelm Freiherr von",1816,1903
13320,fk__p_38877,"Foullon de Norbeck, Adelheid Freifrau von, geb. Heyrowska",1854,1918
13321,fk__p_38892,"Reitzes-Marienwert, Maria Baronin von, geb. Korper von Marienwert",1891,1975
13322,fk__p_38898,"Splény de Miháldi, Baronin",1000,1000
13323,fk__p_38902,"X, Baronin von",1000,1000
13324,fk__p_38934,"Battistini, Mattia",1856,1928
13325,fk__p_38950,"Baumbach, Rudolf",1840,1905
13326,fk__p_38961,Bayer,1000,1000
13327,fk__p_38971,"Roos-Reuter, Beate",1000,1000
13328,fk__p_38995,Behtge ,1000,1000
13329,fk__p_39015,"Kelemen, Béla",1863,1944
13330,fk__p_39018,"Laszky, Béla",1867,1935
13331,fk__p_39043,"Ben-Chaim, Zvi",1898,1957
13332,fk__p_39057,Benedikt V. ,1000,1000
13333,fk__p_39063,"Constant, Benjamin",1767,1830
13334,fk__p_39118,"Bausch-Caracciola, Bernd M.",1900,1965
13335,fk__p_39126,"Dernburg, Bernhard",1865,1937
13336,fk__p_39131,"Gutt, Bernhard",1812,1849
13337,fk__p_39133,"Kellermann, Bernhard",1879,1951
13338,fk__p_39135,"Ludwig, Bernhard",1866,1939
13339,fk__p_39151,"Drews, Bertha",1901,1987
13340,fk__p_39153,"Hartmann, Bertha",1860,1916
13341,fk__p_39159,"Suttner, Bertha Sophie Felicitas Freifrau von",1843,1914
13342,fk__p_39162,"Bertaux, Félix",1881,1948
13343,fk__p_39180,"Viertel, Berthold",1885,1953
13344,fk__p_39230,Biederitzki,1000,1902
340,fk__p_39266,"Bismarck, Otto Eduard Leopold Fürst",1815,1898
13345,fk__p_39274,Björn (Hund),1000,1000
13346,fk__p_39317,"Blücher von Wahlstatt, Gebhard Leberecht Fürst",1742,1819
13347,fk__p_39346,"Bodenstein, Anton",1862,1926
13348,fk__p_39366,"Bohrmann-Riegen, Heinrich",1838,1908
341,fk__p_39382,"Paracelsus, Theophrastus Bombastus",1493,1541
13349,fk__p_39387,"Bondy, Frau ",1000,1000
13350,fk__p_39394,"Bontoux, Eugène",1820,1904
13351,fk__p_39410,"Borowska, Janina",1879,1000
13352,fk__p_39421,"Bosse, Robert",1832,1901
13353,fk__p_39428,"Zitzewitz, Botho Freiherr von",1000,1000
13354,fk__p_39433,"Boulanger, Georges",1837,1891
13355,fk__p_39439,"Bourgeois, Léon Victor Auguste",1851,1925
13356,fk__p_39441,"Bouška, Sigismund Ludvík",1867,1942
13357,fk__p_39446,Bozi,1000,1000
13358,fk__p_39453,"Maria Antonia Adelheid von Braganza, Infantin von Portugal",1862,1959
13359,fk__p_39479,"Breisky, Walter",1871,1944
13360,fk__p_39502,"Bretisch, Anton",1838,1924
13361,fk__p_39519,Brodsky,1000,1000
13362,fk__p_39538,"Bruhn, Wilhelm",1869,1951
13363,fk__p_39540,"Brücke, Ernst",1819,1892
13364,fk__p_39551,"Bruni, Bruno ",1855,1000
13365,fk__p_39562,"Wille, Bruno",1860,1928
13366,fk__p_39566,"Brussot, Martin",1881,1968
13367,fk__p_39573,"Březnovský, Václav",1843,1910
13368,fk__p_39594,"Buffon, George Louis Leclerc Graf",1707,1788
13369,fk__p_39600,"Buller, Sir Redvers Henry",1839,1908
13370,fk__p_39606,"Bunyan, John",1628,1688
13371,fk__p_39656,"F., C.",1000,1000
13372,fk__p_39661,"H., C.",1000,1000
13373,fk__p_39667,"Roellinghoff, Karl Gottlieb Josef (Charlie)",1897,1935
13374,fk__p_39680,"St., C.",1000,1000
13375,fk__p_39690,Cäcilie,1000,1000
13376,fk__p_39714,"Spira, Camilla",1906,1997
13377,fk__p_39724,Capitalist,1000,1000
13378,fk__p_39741,"Einstein, Carl",1885,1940
13379,fk__p_39745,"Goetz, Carl",1862,1932
13380,fk__p_39750,"Junker, Carl",1864,1928
13381,fk__p_39756,"Petraschek, Carl",1846,1000
13382,fk__p_39760,"Spitteler, Carl",1845,1924
13383,fk__p_39765,"Carell, Carlheinz",1895,1958
13384,fk__p_39771,"Guicciardini, Carlo Graf",1875,1927
13385,fk__p_39786,"Gronemann, Caroline",1869,1911
13386,fk__p_39793,"Carpentier, Georges",1894,1975
13387,fk__p_39845,"Gascoyne-Cecil, Robert, 3. Marquess of Salisbury",1830,1903
13388,fk__p_39852,"Cervantes Saavedra, Miguel de",1547,1616
13389,fk__p_39853,"Klein, César",1876,1954
13390,fk__p_39860,"Cézanne, Paul",1839,1906
342,fk__p_39868,"Bialik, Chaim Nachmann",1873,1934
13391,fk__p_39878,Chaplain,1000,1000
13392,fk__p_39896,"Schweitzer, Charles",1844,1935
13393,fk__p_39900,"Chaplin, Charles Spencer",1889,1977
13394,fk__p_39914,"Charras, Jean Baptiste Adolphe",1810,1865
13395,fk__p_39921,"Chaumont, Marie Céline",1850,1926
13396,fk__p_39925,Cheops,1000,1000
13397,fk__p_39945,"Chopin, Frédéric",1810,1849
13398,fk__p_39957,"Grabbe, Christian Dietrich",1801,1836
13399,fk__p_39972,"Flaskamp, Christof",1880,1950
13400,fk__p_39985,Chwalla,1000,1000
13401,fk__p_40000,"Schreiber, Clara, geb. Hermann",1848,1905
13402,fk__p_40012,"Klaudy, Claudius Alexander Ritter von",1833,1903
13403,fk__p_40014,"Clausewitz, Carl von",1780,1831
13404,fk__p_40032,Clossegg ,1000,1000
13405,fk__p_40057,"May, Comt.",1000,1000
13406,fk__p_40059,"Csáky von Körösszegh und Adorján, Ilona Comtesse",1878,1934
13407,fk__p_40079,"Consalvi, Ercole Marchese",1757,1824
13408,fk__p_40124,Coste,1000,1000
13409,fk__p_40131,Coulissier,1000,1000
13410,fk__p_40146,"Crespi-Fahnenburg, Eugen Ritter von",1854,1952
13411,fk__p_40165,"Cüppers, Adam Josef",1850,1936
13412,fk__p_40178,"Cuvier, Georges ",1769,1832
13413,fk__p_40194,"Czóbel, Ernst (Ernö) Osipović",1886,1953
13414,fk__p_40200,"Berger, Franz Ritter von",1841,1919
13415,fk__p_40211,"Servaes, Dagny",1894,1961
13416,fk__p_40217,"Gutmann, Daisy, geb. von Frankenberg und Ludwigsdorf",1889,1959
13417,fk__p_40226,Dalle Ore,1000,1000
13418,fk__p_40245,"Bac, Daniel",1831,1000
13419,fk__p_40268,"Dattelzweig, Alfred",1853,1922
13420,fk__p_40284,"Hume, David",1711,1776
13421,fk__p_40310,"Massacré, Hauptmann de",1000,1000
13422,fk__p_40314,"de Roy, Willy ",1000,1948
13423,fk__p_40325,"Decurtius, Kaspar",1855,1916
13424,fk__p_40337,"Deimel, Eugen",1824,1896
13425,fk__p_40348,"Delbrück, Rudolf",1817,1903
13426,fk__p_40364,Demokrat,1000,1000
13427,fk__p_40370,"Denk, August",1852,1926
13428,fk__p_40388,"Kosztolanyi, Desider (Dezső)",1885,1936
13429,fk__p_40396,d’Este (Villa d'Este),1000,1000
13430,fk__p_40425,Dialektforscher,1000,1000
13431,fk__p_40442,Dietrich von Bern,1000,1000
13432,fk__p_40452,"Dimitroff, Georgi",1882,1949
13433,fk__p_40466,"Wild, Ignaz",1849,1909
13434,fk__p_40481,"Dobner, Anton",1876,1938
13435,fk__p_40503,"Trinks, Melchior",1849,1912
13436,fk__p_40507,"Dóczi-Nemet, Ludwig Freiherr von ",1845,1919
13437,fk__p_40526,"König, Felix",1880,1945
13438,fk__p_40533,"Guépin, Doktor",1000,1000
13439,fk__p_40537,"Kanner, Hedwig, geb. Loewy",1876,1959
13440,fk__p_40539,"Hueber, Franz",1894,1981
13441,fk__p_40560,"Ettinger, Markus",1861,1939
13442,fk__p_40582,"Waber, Leopold",1875,1945
13443,fk__p_40586,"Doleisch, Karl",1854,1925
13444,fk__p_40588,"Doleschal von Eichenwerth, Hauptmann",1000,1000
13445,fk__p_40596,"Haas, Dolly",1910,1994
13446,fk__p_40598,"d’Olonne, Max",1875,1959
13447,fk__p_40615,"Gullón e Iglesias, Pío",1835,1916
13448,fk__p_40618,"Zifferer, Donat",1845,1909
13449,fk__p_40631,"Doret, Leon",1843,1919
13450,fk__p_40640,Dornbacher,1000,1000
13451,fk__p_40666,"Delbrück, Anton Wolfgang Adalbert",1862,1944
13452,fk__p_40677,"Achelis, Thomas",1850,1909
13453,fk__p_40686,"Wagner, Adolph",1835,1917
13454,fk__p_40694,"Weingarten, Albert",1858,1924
13455,fk__p_40698,"Horovitz, Alexander",1861,1936
13456,fk__p_40702,"Wekerle, Sándor",1848,1921
13457,fk__p_40727,"Kraft, Anton ",1882,1934
13458,fk__p_40734,"Frankfurter, Arnold",1881,1942
13459,fk__p_40751,"Auředniček, Zdenko",1863,1932
13460,fk__p_40753,"B., Dr.",1000,1000
13461,fk__p_40764,"Ballin, Albert",1857,1918
13462,fk__p_40771,"Baxa, Karel",1863,1938
13463,fk__p_40774,"Schober, Béla",1867,1946
13464,fk__p_40776,"Beneš, Edvard",1884,1948
13465,fk__p_40780,"Gomperz, Benjamin",1861,1935
13466,fk__p_40812,"Brandmayer, Adolf",1865,1000
13467,fk__p_40814,"Braun-Stammfest, Rudolf Maria",1881,1949
13468,fk__p_40832,"Müller, Camillo",1870,1936
13469,fk__p_40834,"Chiari, Karl Freiherr von",1849,1912
13470,fk__p_40848,"Clauser, Robert",1874,1928
13471,fk__p_40863,"Delug, Hugo Johann",1870,1945
13472,fk__p_40868,"Dinter, Arthur",1876,1948
13473,fk__p_40872,"Doskočil, Franz",1875,1948
98,fk__p_40879,"S., E. Dr.",1000,1000
13474,fk__p_40886,"Eberstaller, Richard",1887,1945
13475,fk__p_40892,"Castle, Eduard",1875,1959
13476,fk__p_40915,"Bienenfeld, Elsa",1877,1942
13477,fk__p_40920,"Franzos, Emil",1874,1928
13478,fk__p_40935,"Drach, Erich",1885,1935
13479,fk__p_40953,"Walther, Ernst",1000,1000
13480,fk__p_40964,"Müller, Eugen",1877,1934
13481,fk__p_40968,"Böhm-Bawerk, Eugen von",1851,1914
13482,fk__p_40978,"Hirth, Friedrich Eugen",1878,1952
13483,fk__p_40988,"Felix, Eugen",1891,1000
13484,fk__p_40999,"Finger, Ernst",1856,1939
13485,fk__p_41005,"Foregger-Greifenthurm, Cäsar Edler von ",1840,1911
13486,fk__p_41009,"Fořt, Josef",1850,1929
13487,fk__p_41020,"Haberditzl, Franz Martin",1882,1944
13488,fk__p_41027,"Grote, Frederic",1000,1000
13489,fk__p_41036,"Friedl, Eduard",1867,1928
13490,fk__p_41047,"Sölder-Prakenstein, Friedrich von",1867,1943
13491,fk__p_41075,"Gerber, Paul Henry",1863,1919
13492,fk__p_41086,"Glossy, Karl",1848,1937
13493,fk__p_41105,"Grünberg, Siegmund",1863,1935
13494,fk__p_41111,"Freund, Gustav",1824,1904
13495,fk__p_41120,"Weiß-Wellenstein, Gustav Ritter von",1858,1939
13496,fk__p_41132,"Habetin, Paul",1890,1975
13497,fk__p_41138,"Hampel, Ernst",1885,1960
13498,fk__p_41146,"K., Dr. Hans",1000,1000
13499,fk__p_41150,"Pfitzner, Hans",1869,1949
13500,fk__p_41168,"Jalowetz, Heinrich",1882,1946
13501,fk__p_41172,"M., Heinrich ",1000,1000
13502,fk__p_41197,"Herzberg-Fränkel, Ludwig",1862,1927
13503,fk__p_41229,"Weinberger, Hugo ",1876,1932
13504,fk__p_41231,"Husserl, Eugen?",1877,1925
13505,fk__p_41246,"Eckstein, Jakob",1000,1000
13506,fk__p_41259,"Jaques, Heinrich",1831,1894
13507,fk__p_41268,"Johanny, Erich",1861,1912
343,fk__p_41275,"Halban, Josef von",1870,1937
13508,fk__p_41295,"B., Julius",1000,1000
13509,fk__p_41348,"Trawniček, Karl",1867,1915
13510,fk__p_41355,"Karlik, Hugo Josef",1883,1951
13511,fk__p_41410,"Kronawetter, Ferdinand",1838,1913
13512,fk__p_41425,"Karajan, Ludwig Anton Ritter von",1835,1906
13513,fk__p_41430,"Landsteiner, Leopold",1817,1875
13514,fk__p_41444,"Kellner, Leon",1859,1928
13515,fk__p_41456,"Lihotzky, Gustav",1853,1916
13516,fk__p_41465,"Löwenfeld, Leopold",1847,1923
13517,fk__p_41473,"Lazar, Ludwig",1000,1000
13518,fk__p_41485,"Delbrück, Max",1850,1919
13519,fk__p_41506,"Mataja, Heinrich",1877,1937
13520,fk__p_41508,"Maurer, Emil",1884,1967
13521,fk__p_41517,"Hirschfeld, Max",1860,1944
13522,fk__p_41543,"Michler, Rudolf",1874,1954
13523,fk__p_41546,"Millanich, Alois",1835,1903
13524,fk__p_41555,"Weitlof, Moritz",1835,1905
13525,fk__p_41609,"Lecher, Otto",1860,1939
13526,fk__p_41613,"Pollack-Parnegg, Otto von",1878,1937
13527,fk__p_41615,"Haumeder, Otto von",1858,1944
13528,fk__p_41617,"P., Dr.",1000,1000
13529,fk__p_41630,"Goldscheider, Paul",1000,1000
13530,fk__p_41647,"Pergelt, Anton",1853,1910
13531,fk__p_41654,"Pfaundler-Hadermur, Hermann? von",1882,1972
13532,fk__p_41660,"Pohl, John Viktor",1860,1000
13533,fk__p_41662,"Pollatschek, Moriz",1850,1909
74,fk__p_41671,"F., Dr. R.",1000,1000
13534,fk__p_41691,"Rebajoli, Gino",1000,1000
92,fk__p_41709,"Krafft-Ebing, Richard Freiherr von",1840,1902
13535,fk__p_41711,"Kukula, Richard",1857,1927
13536,fk__p_41722,"Rille, Johannes Heinrich",1864,1956
13537,fk__p_41724,"Rigler, Wolfgang",1862,1944
13538,fk__p_41741,"Nehoda, Robert",1877,1941
13539,fk__p_41747,"Rosenberg, Frederic? von",1874,1937
13540,fk__p_41751,"Roser, Franz",1825,1906
13541,fk__p_41767,"Kassner, Rudolf",1873,1959
13542,fk__p_41824,"Kalischer, Siegmund",1880,1911
13543,fk__p_41839,"Soukup, Martin",1853,1934
344,fk__p_41850,"Bauer, Stephan",1865,1934
13544,fk__p_41866,"Stiglitz, Maximilian",1869,1938
13545,fk__p_41880,"Tauszky, Hans ",1882,1949
345,fk__p_41887,"Teltscher-Friedrichskron, Leopold von",1850,1925
13546,fk__p_41898,"Tittel, Julius",1868,1933
13547,fk__p_41938,"Holland von Gründenfels, Arthur",1847,1911
13548,fk__p_41940,"Ivánchich de Margita, Victor",1812,1892
22,fk__p_41956,"M., Dr. V.",1000,1000
13549,fk__p_41960,"Neumann-Ettenreich von Spallart, Robert Ritter",1857,1926
13550,fk__p_41973,"Vittorelli, Paul von",1851,1932
13551,fk__p_41990,"Rosenfeld, Victor",1852,1919
13552,fk__p_41999,"Wiechowski, Wilhelm",1873,1928
13553,fk__p_42016,"Weiser, Max",1875,1939
13554,fk__p_42023,"Welponer, Egidio",1848,1933
13555,fk__p_42039,"Neumann, Alexander Wilhelm",1854,1934
13556,fk__p_42048,"Wirth, Karl Joseph",1879,1956
13557,fk__p_42060,"Wüstinger, Oskar",1872,1940
13558,fk__p_42081,"Draga Maschin, geb. Lunjevic, Königin von Serbien",1867,1903
13559,fk__p_42115,"Drucker, Arthur",1876,1000
13560,fk__p_42119,"Drzermalik, Romuald ",1848,1932
13561,fk__p_42123,"Mercier du Paty de Clam, Armand Auguste Charles Ferdinand",1853,1916
13562,fk__p_42146,"Dungl, Ignaz",1857,1936
13563,fk__p_42166,"Dustmann, Marie Louise, geb. Meyer",1831,1899
13564,fk__p_42175,"Dyk, Emanuel",1852,1907
13565,fk__p_42183,"A., E.",1000,1000
13566,fk__p_42195,"G., E.",1000,1000
13567,fk__p_42208,"P., E.",1000,1000
13568,fk__p_42213,"Weiß, Emil Rudolf",1875,1942
13569,fk__p_42219,"Sp., E.",1000,1000
13570,fk__p_42236,"Johannsen, Ebba",1899,1976
13571,fk__p_42243,"Eberlein, Gustav",1847,1926
13572,fk__p_42253,"Rieger, Eduard",1865,1938
13573,fk__p_42283,"W., Edith",1912,1000
13574,fk__p_42287,"Goncourt, Edmond-Louis-Antoine Huot de",1822,1896
13575,fk__p_42289,"Adler, Edmund",1876,1965
13576,fk__p_42308,"Boas, Eduard",1815,1853
13577,fk__p_42317,"Meyer, Eduard",1855,1930
13578,fk__p_42323,"Reichle, Eduard ",1000,1000
13579,fk__p_42330,"Tuschl, Eduard",1000,1000
13580,fk__p_42332,"Bauernfeld, Eduard von",1802,1890
13581,fk__p_42339,"Zeller, Eduard",1814,1908
13582,fk__p_42350,"Egger-Lienz, Albin",1868,1926
13583,fk__p_42402,Ein Freund der ‚Fackel‘,1000,1000
13584,fk__p_42415,"Ein Manufacturhändler, der deutsch kann",1000,1000
13585,fk__p_42419,Ein mir wohlbekannter Universitätshörer,1000,1000
13586,fk__p_42426,Ein Staatsbeamter,1000,1000
13587,fk__p_42431,Ein treuer Abonnent,1000,1000
13588,fk__p_42442,Einbrecher,1000,1000
13589,fk__p_42449,Eine Katholikin,1000,1000
13590,fk__p_42458,"Einer, der es wurde",1000,1000
13591,fk__p_42462,"Einspieler, Lambert",1840,1906
13592,fk__p_42470,"Eisenhut, Johann",1903,1000
13593,fk__p_42472,"Eisenmenger, August",1830,1907
13594,fk__p_42476,"Kretz, Eisig",1000,1000
13595,fk__p_42485,"Eitzing, Ulrich von",1398,1460
13596,fk__p_42497,"Duse, Eleonora",1858,1924
13597,fk__p_42519,"Oertzen, Elisabeth von, geb. von Thadden",1860,1944
13598,fk__p_42530,"Elkus, Abram Isaac",1867,1947
13599,fk__p_42549,"Slezak, Elisabeth (Elsa), geb. Wertheim",1874,1944
13600,fk__p_42553,"Eisner, Elise, geb. Belli",1887,1000
13601,fk__p_42579,"Jedlinsky, Emil",1000,1000
13602,fk__p_42592,"Bodmann, Emanuel Freiherr von",1874,1946
13603,fk__p_42605,"Claar, Emil",1842,1930
13604,fk__p_42624,"Jannings, Emil",1884,1950
13605,fk__p_42630,"Loubet, Émile",1838,1929
13606,fk__p_42640,"Robert, Emil",1874,1954
13607,fk__p_42652,"Waldteufel, Émile",1837,1915
13608,fk__p_42663,Emilyen (Pferd),1000,1000
13609,fk__p_42684,"Spielhagen, Emmy",1000,1000
13610,fk__p_42701,"Pernerstorfer, Engelbert",1850,1918
13611,fk__p_42709,Quintus Ennius,239,169
13612,fk__p_42716,Entrüsteter,1000,1000
13613,fk__p_42723,Epimenides von Kreta,1000,1000
13614,fk__p_42732,Erasmus von Rotterdam,1466,1536
13615,fk__p_42740,Erfinder,1000,1000
13616,fk__p_42747,"Ebstein, Erich",1880,1931
13617,fk__p_42754,"Hanussen, Erik Jan",1889,1933
13618,fk__p_42763,"Ponto, Erich",1884,1957
13619,fk__p_42770,"Weinert, Erich",1890,1953
13620,fk__p_42776,"Beauval, Erika von ",1870,1000
13621,fk__p_42780,"Löwenberg, Erna",1897,1000
13622,fk__p_42784,"Viereck-Schmidt, Erna Eva",1869,1000
13623,fk__p_42790,"Benedetti, Ernesto",1000,1000
13624,fk__p_42831,"Lönner, Ernst",1903,1000
13625,fk__p_42834,"Mach, Ernst",1838,1916
13626,fk__p_42836,"Arndt, Ernst Moritz",1769,1860
13627,fk__p_42840,"Possart, Ernst von",1841,1921
13628,fk__p_42844,"Pröckl, Ernst Johann",1888,1957
13629,fk__p_42862,"Zenker, Ernst Victor",1865,1945
13630,fk__p_42865,"Wagner, Ernst",1877,1951
13631,fk__p_42869,"Weiß, Ernst",1882,1940
13632,fk__p_42874,Eroica,1000,1000
13633,fk__p_42919,"Rainer, Erzherzog",1827,1913
13634,fk__p_42951,Esko,1000,1000
13635,fk__p_42958,"Snowden, Ethel, geb. Annakin",1880,1951
13636,fk__p_42979,"Jettel, Eugen",1845,1901
13637,fk__p_42996,"Eucken, Rudolf Christoph",1846,1926
13638,fk__p_43002,Euripides,1000,406
13639,fk__p_43008,"Windhager, Eva",1909,1000
13640,fk__p_43020,"Exner, Franz Serafin",1802,1853
13641,fk__p_43058,"N., F.",1000,1000
13642,fk__p_43060,"R., F.",1000,1000
13643,fk__p_43062,"Rösch, Franz",1837,1904
13644,fk__p_43068,"W., F.",1000,1000
13645,fk__p_43074,"Del Fabro, Marie",1849,1000
13646,fk__p_43088,"Falkenstein, Julius",1879,1933
13647,fk__p_43090,"Fallières, Clément Armand",1841,1931
13648,fk__p_43134,"Feigl-Melbourn, Josef",1857,1935
13649,fk__p_43136,"Feilchenfeld, Max",1852,1922
13650,fk__p_43140,"Fejér, Jenö",1000,1000
13651,fk__p_43146,"Felder, Kajetan Freiherr von",1814,1894
13652,fk__p_43150,"Guttmann, Felicia",1000,1000
13653,fk__p_43159,"Dörmann, Felix",1870,1928
13654,fk__p_43160,"E., Felix",1000,1000
13655,fk__p_43164,"Grafe, Felix",1888,1942
13656,fk__p_43169,"Jośky, Felix",1875,1000
13657,fk__p_43173,"Greve, Felix Paul",1879,1948
13658,fk__p_43177,"Stiaßny-Elzhaim, Felix Edler von",1867,1938
13659,fk__p_43183,"Zeller, Felix",1000,1000
13660,fk__p_43200,"Bonn, Ferdinand",1861,1933
13661,fk__p_43210,"Hirt, Ferdinand",1810,1879
13662,fk__p_43225,"Onno, Ferdinand",1881,1969
13663,fk__p_43238,"Attar, Ferid ud-din",1119,1202
13664,fk__p_43245,"Fernkorn, Anton Dominik von",1813,1878
13665,fk__p_43247,"Ferri, Enrico",1856,1929
13666,fk__p_43258,"Fiala, Franz",1853,1907
13667,fk__p_43260,"Fichte, Johann Gottlieb",1762,1814
13668,fk__p_43262,Fides,1000,1000
13669,fk__p_43276,"Philipps, Pastor",1000,1000
13670,fk__p_43290,"Porges, Philipp",1856,1925
13671,fk__p_43315,Fini,1000,1000
13672,fk__p_43337,"Sologub, Fedor",1863,1927
13673,fk__p_43365,"Flügge, Carl",1847,1923
13674,fk__p_43377,Fonti ,1000,1000
13675,fk__p_43404,"Cuvier, Frédéric ",1773,1838
13676,fk__p_43437,"Frankenheim, Moritz Ludwig",1801,1869
13677,fk__p_43439,Frankfurter,1000,1000
13678,fk__p_43457,"Blei, Franz",1871,1942
13679,fk__p_43473,"Philippovich-Philippsberg, Franz Freiherr von",1820,1903
13680,fk__p_43486,"H., Franz",1847,1911
13681,fk__p_43488,"Hader, Franz",1000,1000
13682,fk__p_43507,"Janowitz, Franz",1892,1917
13683,fk__p_43522,"Koch, Franz",1901,1918
13684,fk__p_43533,"Lindlbauer, Franz",1000,1000
13685,fk__p_43544,"Meißner, Franz",1858,1924
13686,fk__p_43550,"Oppenheimer, Franz",1864,1943
13687,fk__p_43558,"Riedl, Franz",1879,1956
13688,fk__p_43569,"Schmidt, Franz",1874,1939
13689,fk__p_43574,"Schubert, Franz Peter",1797,1828
13690,fk__p_43590,"Jędrzejowicz, Franz von",1000,1898
13691,fk__p_43597,"Weilhammer, Franz",1891,1000
13692,fk__p_43606,"Kappus, Franz Xaver",1883,1966
13693,fk__p_43637,"Hennings, Fred",1895,1981
13694,fk__p_43642,"Freiberg, Rudolf Ritter von",1843,1902
13695,fk__p_43653,"Auer-Welsbach, Carl Freiherr von",1858,1929
13696,fk__p_43658,"Beck, Max Wladimir Freiherr von",1854,1943
13697,fk__p_43674,"Gleichen-Rußwurm, Carl Alexander Freiherr von",1865,1947
13698,fk__p_43679,"Kober, Guido Freiherr von",1829,1910
13699,fk__p_43688,"Redwitz, Maximilian Freiherr von",1844,1910
13700,fk__p_43695,"Trnka, Ottokar Freiherr von",1871,1919
155,fk__p_43714,"Conrad-Hötzendorf, Franz Graf ",1852,1925
13701,fk__p_43716,"Czedik von Bründelsberg und Eysenberg, Alois Freiherr von",1830,1924
13702,fk__p_43723,"Ringhoffer, Franz Seraph Joseph Freiherr von",1844,1909
13703,fk__p_43740,"French, John Denton Pinkstone, 1. Earl of Ypres and High Lake",1852,1925
13704,fk__p_43746,"Freund, Inspektor",1000,1000
